Gene,Category,sample_1,sample_2,value_1_Pro,value_2_Qui,FC
AC012236.1,QuiBYPro_FC_,Pro,Qui,1.40E-06,2.12E-06,1.511685846
PCBP1-AS1,QuiBYPro_FC_,Pro,Qui,0.00817644,0.0123598,1.511635871
ZFAND6,QuiBYPro_FC_,Pro,Qui,0.000557657,0.00084295,1.511592251
AC016831.1,QuiBYPro_FC_,Pro,Qui,0.0246866,0.0373154,1.511564979
ZNF567,QuiBYPro_FC_,Pro,Qui,0.0534092,0.0807283,1.511505508
CTNNB1,QuiBYPro_FC_,Pro,Qui,1.16938,1.76746,1.511450512
ARHGAP11A,QuiBYPro_FC_,Pro,Qui,0.0429702,0.0649462,1.511424196
G2E3,QuiBYPro_FC_,Pro,Qui,0.0624355,0.0943656,1.511409374
WFDC3,QuiBYPro_FC_,Pro,Qui,0.00796553,0.012036,1.511010567
RBM39,QuiBYPro_FC_,Pro,Qui,0.249012,0.376259,1.511007502
GABRB3,QuiBYPro_FC_,Pro,Qui,0.00248056,0.00374813,1.511001548
TSC1,QuiBYPro_FC_,Pro,Qui,0.0769959,0.116339,1.510976558
AKR1C3,QuiBYPro_FC_,Pro,Qui,2.98E-06,4.50E-06,1.510773165
AC068631.1,QuiBYPro_FC_,Pro,Qui,0.0104895,0.0158472,1.510767911
AC127526.2,QuiBYPro_FC_,Pro,Qui,0.00416074,0.00628517,1.510589462
ZFAND1,QuiBYPro_FC_,Pro,Qui,0.0672021,0.101513,1.510562914
SORBS2,QuiBYPro_FC_,Pro,Qui,0.0109298,0.016509,1.510457648
POU2F1,QuiBYPro_FC_,Pro,Qui,0.0159156,0.0240393,1.510423735
TPT1,QuiBYPro_FC_,Pro,Qui,4.25403,6.42528,1.510398375
PDE4D,QuiBYPro_FC_,Pro,Qui,0.147051,0.222103,1.510380752
FBXO32,QuiBYPro_FC_,Pro,Qui,0.050109,0.0756825,1.510357421
RFC2,QuiBYPro_FC_,Pro,Qui,0.0810198,0.122366,1.510322168
PTPRG-AS1,QuiBYPro_FC_,Pro,Qui,0.00509437,0.00769275,1.510049329
MTRR,QuiBYPro_FC_,Pro,Qui,0.00539483,0.00814638,1.510034607
AL390964.1,QuiBYPro_FC_,Pro,Qui,0.0043487,0.0065663,1.509945501
UBE2V1,QuiBYPro_FC_,Pro,Qui,0.879313,1.32769,1.509917401
RCHY1,QuiBYPro_FC_,Pro,Qui,0.165388,0.249722,1.509916076
DKC1,QuiBYPro_FC_,Pro,Qui,0.0883687,0.133428,1.50990113
ELMOD3,QuiBYPro_FC_,Pro,Qui,0.0268441,0.0405319,1.509899755
EYS,QuiBYPro_FC_,Pro,Qui,0.00722411,0.0109075,1.509874573
AC048351.1,QuiBYPro_FC_,Pro,Qui,0.00827561,0.0124943,1.509773902
ABI1,QuiBYPro_FC_,Pro,Qui,0.411943,0.621914,1.509708867
IFT74,QuiBYPro_FC_,Pro,Qui,0.0336053,0.0507306,1.509601164
TMEM71,QuiBYPro_FC_,Pro,Qui,8.63E-07,1.30E-06,1.509543538
TECR,QuiBYPro_FC_,Pro,Qui,0.0866436,0.130785,1.509459441
FKBP11,QuiBYPro_FC_,Pro,Qui,0.0244495,0.0369047,1.509425551
IAH1,QuiBYPro_FC_,Pro,Qui,0.815555,1.23097,1.509364788
DCTN1-AS1,QuiBYPro_FC_,Pro,Qui,0.00341527,0.00515469,1.509306731
GOLM1,QuiBYPro_FC_,Pro,Qui,1.55951,2.35364,1.509217639
ZDHHC20,QuiBYPro_FC_,Pro,Qui,0.022138,0.0334102,1.509178788
WDR45,QuiBYPro_FC_,Pro,Qui,0.110806,0.167221,1.509133079
TSEN15,QuiBYPro_FC_,Pro,Qui,0.231837,0.349866,1.509103379
DACH1,QuiBYPro_FC_,Pro,Qui,1.98E-05,2.99E-05,1.509073833
CD81,QuiBYPro_FC_,Pro,Qui,1.87734,2.83301,1.509055366
ZFAND4,QuiBYPro_FC_,Pro,Qui,0.00981079,0.0148048,1.509032402
RPUSD3,QuiBYPro_FC_,Pro,Qui,0.00176071,0.00265674,1.508902659
AF279873.3,QuiBYPro_FC_,Pro,Qui,0.0135559,0.0204539,1.508855923
PIGN,QuiBYPro_FC_,Pro,Qui,0.0287123,0.0433227,1.50885509
CASK,QuiBYPro_FC_,Pro,Qui,0.126571,0.190973,1.508821136
ABLIM2,QuiBYPro_FC_,Pro,Qui,2.21E-05,3.33E-05,1.50878386
PLEKHA7,QuiBYPro_FC_,Pro,Qui,0.00680878,0.0102726,1.508728436
GOLGA6L4,QuiBYPro_FC_,Pro,Qui,0.00623434,0.00940551,1.508661703
AC010980.1,QuiBYPro_FC_,Pro,Qui,0.0064312,0.00970215,1.508606481
OSR2,QuiBYPro_FC_,Pro,Qui,3.62E-06,5.47E-06,1.508563889
PRUNE1,QuiBYPro_FC_,Pro,Qui,0.0196856,0.0296962,1.508523997
TRMT1,QuiBYPro_FC_,Pro,Qui,0.454675,0.685864,1.508470886
SORBS2,QuiBYPro_FC_,Pro,Qui,0.028248,0.0426107,1.508450156
ATP5MC1,QuiBYPro_FC_,Pro,Qui,0.00730918,0.0110246,1.508322411
AC068506.1,QuiBYPro_FC_,Pro,Qui,0.0155682,0.0234802,1.508215465
NOX4,QuiBYPro_FC_,Pro,Qui,0.00143989,0.00217166,1.508212433
TMEM91,QuiBYPro_FC_,Pro,Qui,0.0493471,0.074423,1.508153468
AC097467.3,QuiBYPro_FC_,Pro,Qui,0.00751903,0.0113395,1.508106764
MAN2B1,QuiBYPro_FC_,Pro,Qui,0.327671,0.494154,1.508079751
PRIM1,QuiBYPro_FC_,Pro,Qui,0.0234763,0.035404,1.5080741
SLC17A5,QuiBYPro_FC_,Pro,Qui,0.113477,0.171129,1.508050089
AJ009632.2,QuiBYPro_FC_,Pro,Qui,0.00173726,0.00261969,1.507943543
ABLIM2,QuiBYPro_FC_,Pro,Qui,0.000150216,0.000226515,1.507928583
TEX46,QuiBYPro_FC_,Pro,Qui,3.93E-05,5.92E-05,1.507906884
ESPN,QuiBYPro_FC_,Pro,Qui,0.00941579,0.0141977,1.507860732
PHF21B,QuiBYPro_FC_,Pro,Qui,1.54E-05,2.33E-05,1.507854928
RFXANK,QuiBYPro_FC_,Pro,Qui,0.000280286,0.000422612,1.507788473
ARMC5,QuiBYPro_FC_,Pro,Qui,0.00494481,0.00745541,1.50772426
GLS,QuiBYPro_FC_,Pro,Qui,0.125713,0.189528,1.50762451
IST1,QuiBYPro_FC_,Pro,Qui,0.486424,0.733334,1.507602421
SBDSP1,QuiBYPro_FC_,Pro,Qui,5.62E-05,8.48E-05,1.507557002
TTLL7,QuiBYPro_FC_,Pro,Qui,0.201395,0.303606,1.507515082
DLG1,QuiBYPro_FC_,Pro,Qui,0.453922,0.684293,1.507512304
MATR3,QuiBYPro_FC_,Pro,Qui,0.306318,0.461777,1.507508537
AC118553.2,QuiBYPro_FC_,Pro,Qui,0.129688,0.195502,1.507479489
MORF4L1,QuiBYPro_FC_,Pro,Qui,0.0183172,0.0276128,1.507479309
GFM1,QuiBYPro_FC_,Pro,Qui,1.74E-05,2.62E-05,1.507470924
NUP50,QuiBYPro_FC_,Pro,Qui,0.000677445,0.0010212,1.507428647
NDUFAF6,QuiBYPro_FC_,Pro,Qui,0.0107008,0.0161304,1.507401316
ARHGDIG,QuiBYPro_FC_,Pro,Qui,0.0180702,0.0272389,1.507393388
AC112206.2,QuiBYPro_FC_,Pro,Qui,0.00446242,0.0067266,1.507388368
GSDME,QuiBYPro_FC_,Pro,Qui,0.314899,0.474666,1.507359503
GIPR,QuiBYPro_FC_,Pro,Qui,0.164909,0.248577,1.507358604
GALK2,QuiBYPro_FC_,Pro,Qui,0.00039672,0.000597991,1.507337669
PHF14,QuiBYPro_FC_,Pro,Qui,0.0134779,0.0203157,1.507334229
CHN2,QuiBYPro_FC_,Pro,Qui,0.0365536,0.0550968,1.507287928
WDR20,QuiBYPro_FC_,Pro,Qui,0.0568968,0.0857594,1.507279847
HHLA2,QuiBYPro_FC_,Pro,Qui,0.00860701,0.0129731,1.507271399
KBTBD8,QuiBYPro_FC_,Pro,Qui,0.0149218,0.0224908,1.507244434
CREBBP,QuiBYPro_FC_,Pro,Qui,1.42754,2.15158,1.507194194
OPTN,QuiBYPro_FC_,Pro,Qui,0.0261491,0.0394112,1.507172331
KIAA1191,QuiBYPro_FC_,Pro,Qui,0.736974,1.11074,1.507163075
ZNF559-ZNF177,QuiBYPro_FC_,Pro,Qui,0.0709984,0.107005,1.50714664
CYLD,QuiBYPro_FC_,Pro,Qui,0.0113023,0.0170341,1.507135716
AL589935.1,QuiBYPro_FC_,Pro,Qui,0.00987732,0.0148863,1.50711934
PVT1,QuiBYPro_FC_,Pro,Qui,0.000179544,0.000270591,1.507101323
BCOR,QuiBYPro_FC_,Pro,Qui,0.0969815,0.146159,1.507081247
SEC11A,QuiBYPro_FC_,Pro,Qui,0.000304662,0.000459138,1.507040589
PTPN22,QuiBYPro_FC_,Pro,Qui,0.000270456,0.00040758,1.507010382
ZNF410,QuiBYPro_FC_,Pro,Qui,0.617612,0.930742,1.507001159
HARS2,QuiBYPro_FC_,Pro,Qui,0.00482563,0.00727207,1.506968002
WDPCP,QuiBYPro_FC_,Pro,Qui,0.0110702,0.0166821,1.506937544
ERGIC2,QuiBYPro_FC_,Pro,Qui,0.221905,0.33439,1.506906108
ITFG1-AS1,QuiBYPro_FC_,Pro,Qui,0.00862185,0.012992,1.506869175
BCL2L13,QuiBYPro_FC_,Pro,Qui,0.0348444,0.0525043,1.506821756
FOXRED1,QuiBYPro_FC_,Pro,Qui,0.108703,0.163794,1.50680294
CHN2,QuiBYPro_FC_,Pro,Qui,0.003861,0.00581752,1.506739187
RSL1D1,QuiBYPro_FC_,Pro,Qui,0.581339,0.875904,1.506700909
ZNF302,QuiBYPro_FC_,Pro,Qui,0.0808028,0.121743,1.506668086
PSMC6,QuiBYPro_FC_,Pro,Qui,0.0466754,0.0703193,1.506560201
AC107983.2,QuiBYPro_FC_,Pro,Qui,0.00427964,0.00644716,1.506472507
MYRFL,QuiBYPro_FC_,Pro,Qui,0.00585808,0.00882489,1.506447505
AC109361.2,QuiBYPro_FC_,Pro,Qui,0.121125,0.182461,1.506385965
ANKFN1,QuiBYPro_FC_,Pro,Qui,9.17E-06,1.38E-05,1.506367607
BEAN1,QuiBYPro_FC_,Pro,Qui,0.0107588,0.0162063,1.506329702
PTPN6,QuiBYPro_FC_,Pro,Qui,2.20E-07,3.31E-07,1.506178517
NWD1,QuiBYPro_FC_,Pro,Qui,4.15E-07,6.25E-07,1.506119724
PRKCQ-AS1,QuiBYPro_FC_,Pro,Qui,0.00789438,0.0118898,1.506109409
LINC00963,QuiBYPro_FC_,Pro,Qui,0.0335461,0.0505237,1.506097579
CTR9,QuiBYPro_FC_,Pro,Qui,0.130852,0.19707,1.50605264
CALCOCO2,QuiBYPro_FC_,Pro,Qui,0.0746676,0.112451,1.506021353
AP001267.3,QuiBYPro_FC_,Pro,Qui,0.0492035,0.0741007,1.506004654
EZR,QuiBYPro_FC_,Pro,Qui,0.263744,0.397145,1.505797288
TMEM25,QuiBYPro_FC_,Pro,Qui,0.0486446,0.0732438,1.505692307
CXorf56,QuiBYPro_FC_,Pro,Qui,0.0512705,0.0771965,1.505670902
ARPP19,QuiBYPro_FC_,Pro,Qui,0.0904243,0.136143,1.505601923
CA1,QuiBYPro_FC_,Pro,Qui,0.00255019,0.00383952,1.505581937
LRRC23,QuiBYPro_FC_,Pro,Qui,0.137372,0.20682,1.505546982
PNMA8A,QuiBYPro_FC_,Pro,Qui,0.0148277,0.0223236,1.505533562
PDGFRA,QuiBYPro_FC_,Pro,Qui,0.0239798,0.0361022,1.505525484
RHBDD2,QuiBYPro_FC_,Pro,Qui,0.460647,0.693508,1.505508556
DDX50,QuiBYPro_FC_,Pro,Qui,1.63E-05,2.45E-05,1.505505235
IFI44L,QuiBYPro_FC_,Pro,Qui,0.000724389,0.00109055,1.505475649
AGAP1,QuiBYPro_FC_,Pro,Qui,0.00822735,0.012386,1.505466523
LRP1,QuiBYPro_FC_,Pro,Qui,0.20788,0.312955,1.505459881
SPG7,QuiBYPro_FC_,Pro,Qui,0.0151741,0.0228431,1.50540065
AP000640.2,QuiBYPro_FC_,Pro,Qui,0.00682104,0.0102675,1.505268991
EIF4G2,QuiBYPro_FC_,Pro,Qui,2.14253,3.22505,1.505253135
DARS-AS1,QuiBYPro_FC_,Pro,Qui,0.0107469,0.0161767,1.505243373
AC012358.3,QuiBYPro_FC_,Pro,Qui,0.0222372,0.0334721,1.505229975
DMD,QuiBYPro_FC_,Pro,Qui,0.0018076,0.00272083,1.505216862
PPP1R42,QuiBYPro_FC_,Pro,Qui,0.00985848,0.0148385,1.505150895
TRIM52-AS1,QuiBYPro_FC_,Pro,Qui,0.125128,0.188327,1.505074803
GATD1,QuiBYPro_FC_,Pro,Qui,0.0722459,0.108735,1.505068108
LINC00663,QuiBYPro_FC_,Pro,Qui,0.102829,0.154761,1.505032627
LAMTOR5-AS1,QuiBYPro_FC_,Pro,Qui,0.0102652,0.0154493,1.50501695
TTC23L,QuiBYPro_FC_,Pro,Qui,0.00621891,0.00935928,1.504971128
ZHX3,QuiBYPro_FC_,Pro,Qui,0.00949022,0.0142823,1.504949306
LINC01619,QuiBYPro_FC_,Pro,Qui,0.0243282,0.0366126,1.504944879
LINC00933,QuiBYPro_FC_,Pro,Qui,0.00616769,0.00928137,1.504837305
NFU1,QuiBYPro_FC_,Pro,Qui,0.0376615,0.0566742,1.504831194
LATS1,QuiBYPro_FC_,Pro,Qui,0.00882384,0.0132778,1.504764366
LIG1,QuiBYPro_FC_,Pro,Qui,0.0343474,0.0516806,1.504643728
CSDE1,QuiBYPro_FC_,Pro,Qui,5.04717,7.59398,1.504601589
MBP,QuiBYPro_FC_,Pro,Qui,0.00671976,0.0101103,1.504562663
RDX,QuiBYPro_FC_,Pro,Qui,0.0230674,0.0347054,1.504521533
DUS2,QuiBYPro_FC_,Pro,Qui,0.144569,0.217499,1.504464996
IL32,QuiBYPro_FC_,Pro,Qui,3.06E-06,4.60E-06,1.504378885
TPD52,QuiBYPro_FC_,Pro,Qui,0.0337099,0.0507124,1.504377052
FOXP2,QuiBYPro_FC_,Pro,Qui,0.00497277,0.00748088,1.504368792
SSUH2,QuiBYPro_FC_,Pro,Qui,0.0052041,0.00782874,1.504340808
DUSP10,QuiBYPro_FC_,Pro,Qui,0.0513405,0.0772329,1.504326993
DHRSX,QuiBYPro_FC_,Pro,Qui,0.0340969,0.0512927,1.504321507
AC012358.3,QuiBYPro_FC_,Pro,Qui,0.173583,0.261119,1.504289014
FLG-AS1,QuiBYPro_FC_,Pro,Qui,0.00410982,0.00618235,1.504287292
MS4A7,QuiBYPro_FC_,Pro,Qui,0.0107705,0.0162019,1.504284852
NUCB2,QuiBYPro_FC_,Pro,Qui,0.0187648,0.0282258,1.504188694
TOP3A,QuiBYPro_FC_,Pro,Qui,0.0262544,0.0394888,1.504083125
MLH3,QuiBYPro_FC_,Pro,Qui,1.36E-05,2.04E-05,1.504079856
LIMCH1,QuiBYPro_FC_,Pro,Qui,0.0565978,0.0851261,1.504053161
CASTOR1,QuiBYPro_FC_,Pro,Qui,0.00887156,0.0133431,1.504030858
SNRPA1,QuiBYPro_FC_,Pro,Qui,0.0144665,0.0217575,1.503991981
MRPL52,QuiBYPro_FC_,Pro,Qui,1.52021,2.28632,1.503950112
OCEL1,QuiBYPro_FC_,Pro,Qui,0.0756416,0.113761,1.503947563
BAZ2A,QuiBYPro_FC_,Pro,Qui,0.163044,0.245205,1.503919187
SLC35A3,QuiBYPro_FC_,Pro,Qui,0.323856,0.487039,1.503875179
SEC14L1,QuiBYPro_FC_,Pro,Qui,0.0235156,0.0353613,1.503737944
CD163L1,QuiBYPro_FC_,Pro,Qui,0.00712494,0.010714,1.503731961
RGS4,QuiBYPro_FC_,Pro,Qui,0.00288405,0.00433676,1.503704859
MORN5,QuiBYPro_FC_,Pro,Qui,0.0225002,0.0338319,1.503626634
LMO3,QuiBYPro_FC_,Pro,Qui,0.040473,0.0608549,1.503592518
QPCT,QuiBYPro_FC_,Pro,Qui,0.00178732,0.00268729,1.503530425
YIF1B,QuiBYPro_FC_,Pro,Qui,0.021722,0.0326595,1.503521775
PLEKHA4,QuiBYPro_FC_,Pro,Qui,0.025832,0.0388381,1.503487922
TCP1,QuiBYPro_FC_,Pro,Qui,0.0724589,0.108939,1.503459202
TBC1D15,QuiBYPro_FC_,Pro,Qui,0.0211762,0.0318367,1.503418933
H2AFJ,QuiBYPro_FC_,Pro,Qui,0.0039145,0.00588491,1.50336186
SEMA3F,QuiBYPro_FC_,Pro,Qui,0.00726068,0.0109146,1.50324763
ZNF19,QuiBYPro_FC_,Pro,Qui,0.00983982,0.0147903,1.503106764
RAB38,QuiBYPro_FC_,Pro,Qui,0.0193013,0.0290105,1.503033474
TSNAXIP1,QuiBYPro_FC_,Pro,Qui,0.00609506,0.00916044,1.502928601
DPM1,QuiBYPro_FC_,Pro,Qui,0.196098,0.294713,1.502886312
SPOP,QuiBYPro_FC_,Pro,Qui,0.108132,0.162497,1.502765139
CENPT,QuiBYPro_FC_,Pro,Qui,0.0115421,0.017345,1.502759463
CFDP1,QuiBYPro_FC_,Pro,Qui,0.0375645,0.0564498,1.502743282
FAF2,QuiBYPro_FC_,Pro,Qui,0.00811524,0.0121951,1.502740523
ZFP69B,QuiBYPro_FC_,Pro,Qui,9.10E-07,1.37E-06,1.502658771
XG,QuiBYPro_FC_,Pro,Qui,0.00153624,0.00230831,1.502571213
ZNF232,QuiBYPro_FC_,Pro,Qui,0.0252039,0.037869,1.502505565
SEC23B,QuiBYPro_FC_,Pro,Qui,0.0354433,0.0532527,1.502475785
ALDOA,QuiBYPro_FC_,Pro,Qui,0.938091,1.40944,1.502455519
BTN3A1,QuiBYPro_FC_,Pro,Qui,1.65E-05,2.49E-05,1.502420627
RNF19A,QuiBYPro_FC_,Pro,Qui,0.110928,0.166656,1.502379922
CD81-AS1,QuiBYPro_FC_,Pro,Qui,0.00514774,0.00773369,1.502346661
SHPRH,QuiBYPro_FC_,Pro,Qui,1.78E-05,2.67E-05,1.502335359
MARCH6,QuiBYPro_FC_,Pro,Qui,2.11857,3.18273,1.50230108
MYO6,QuiBYPro_FC_,Pro,Qui,0.0810162,0.121709,1.502279791
CARD8,QuiBYPro_FC_,Pro,Qui,0.0582428,0.0874965,1.502271525
CS,QuiBYPro_FC_,Pro,Qui,0.057042,0.0856876,1.502184355
AKR1C2,QuiBYPro_FC_,Pro,Qui,0.00145455,0.00218485,1.502079681
SPINT1,QuiBYPro_FC_,Pro,Qui,0.00362509,0.00544506,1.502048225
TNFSF13,QuiBYPro_FC_,Pro,Qui,3.53E-07,5.30E-07,1.502040111
PPM1J,QuiBYPro_FC_,Pro,Qui,0.00414815,0.00623062,1.502023794
NIN,QuiBYPro_FC_,Pro,Qui,0.00735298,0.0110432,1.50186727
ERGIC3,QuiBYPro_FC_,Pro,Qui,0.0460633,0.0691806,1.501859398
CCNY,QuiBYPro_FC_,Pro,Qui,0.00577116,0.00866733,1.501834986
CLIC5,QuiBYPro_FC_,Pro,Qui,0.000843941,0.00126742,1.501787447
C2orf40,QuiBYPro_FC_,Pro,Qui,0.00782224,0.0117473,1.501782098
DDR1,QuiBYPro_FC_,Pro,Qui,0.214102,0.321533,1.501774855
PROX1-AS1,QuiBYPro_FC_,Pro,Qui,0.00500668,0.00751889,1.501771633
RRP1,QuiBYPro_FC_,Pro,Qui,0.0260199,0.0390757,1.501762113
SMCO2,QuiBYPro_FC_,Pro,Qui,0.00923171,0.0138638,1.501758612
MTHFR,QuiBYPro_FC_,Pro,Qui,0.00521936,0.00783701,1.501527007
TPT1-AS1,QuiBYPro_FC_,Pro,Qui,0.0171786,0.025793,1.50146112
ZNF10,QuiBYPro_FC_,Pro,Qui,0.0511687,0.0768261,1.501427631
CBLB,QuiBYPro_FC_,Pro,Qui,0.109111,0.163814,1.501351834
PPP2R1B,QuiBYPro_FC_,Pro,Qui,0.0248796,0.0373527,1.501338446
DUSP14,QuiBYPro_FC_,Pro,Qui,0.000106176,0.000159398,1.501262055
TECR,QuiBYPro_FC_,Pro,Qui,0.65818,0.988097,1.501256495
CNOT8,QuiBYPro_FC_,Pro,Qui,0.0761526,0.114324,1.501248808
DOCK7,QuiBYPro_FC_,Pro,Qui,4.63E-05,6.95E-05,1.501238033
CCDC144NL-AS1,QuiBYPro_FC_,Pro,Qui,0.0373493,0.0560701,1.501235632
FOS,QuiBYPro_FC_,Pro,Qui,0.02002,0.0300545,1.501223776
MCF2L2,QuiBYPro_FC_,Pro,Qui,0.00523915,0.00786504,1.501205348
TMEM143,QuiBYPro_FC_,Pro,Qui,0.044361,0.0665939,1.501181218
DDIAS,QuiBYPro_FC_,Pro,Qui,0.012009,0.0180275,1.501165792
ERBB4,QuiBYPro_FC_,Pro,Qui,0.00164788,0.00247371,1.501146928
EFTUD2,QuiBYPro_FC_,Pro,Qui,0.0215568,0.0323599,1.50114581
PLOD2,QuiBYPro_FC_,Pro,Qui,0.00468035,0.00702549,1.501060818
LGALS9,QuiBYPro_FC_,Pro,Qui,0.0337488,0.0506589,1.501057815
ZC3H10,QuiBYPro_FC_,Pro,Qui,0.00493757,0.00741155,1.501052137
RBM23,QuiBYPro_FC_,Pro,Qui,0.027707,0.0415894,1.501043058
DDIAS,QuiBYPro_FC_,Pro,Qui,0.0114738,0.0172214,1.500932559
PGAP2,QuiBYPro_FC_,Pro,Qui,0.0522308,0.0783942,1.500918998
SLC2A14,QuiBYPro_FC_,Pro,Qui,0.0110651,0.016606,1.500754625
C17orf62,QuiBYPro_FC_,Pro,Qui,0.0465935,0.0699249,1.500743666
THRB-AS1,QuiBYPro_FC_,Pro,Qui,0.00553439,0.00830509,1.500633313
REXO5,QuiBYPro_FC_,Pro,Qui,0.00943271,0.014155,1.500629194
ECHDC1,QuiBYPro_FC_,Pro,Qui,0.0403978,0.0606208,1.500596567
FAM3A,QuiBYPro_FC_,Pro,Qui,0.168226,0.252432,1.500552828
DDX5,QuiBYPro_FC_,Pro,Qui,1.4601,2.19089,1.500506815
UGP2,QuiBYPro_FC_,Pro,Qui,0.0308362,0.0462673,1.500421582
CCT8,QuiBYPro_FC_,Pro,Qui,0.344986,0.517614,1.50039132
TMEM220-AS1,QuiBYPro_FC_,Pro,Qui,0.0142007,0.0213056,1.500320407
GABRB3,QuiBYPro_FC_,Pro,Qui,0.0167935,0.0251954,1.500306666
TTC39B,QuiBYPro_FC_,Pro,Qui,0.0189821,0.0284774,1.500223895
CDK11B,QuiBYPro_FC_,Pro,Qui,0.0107443,0.0161176,1.500107033
CLUAP1,QuiBYPro_FC_,Pro,Qui,0.203271,0.304924,1.500086092
AL590999.1,QuiBYPro_FC_,Pro,Qui,0.00351643,0.00527479,1.500041235
LINC01336,QuiBYPro_FC_,Pro,Qui,0.0158148,0.0237224,1.500012646
FGFR2,QuiBYPro_FC_,Pro,Qui,0.0011287,0.00169306,1.50000886
CBFA2T3,ProBYQui_FC_,Pro,Qui,0.0020376,0.000172922,11.78334741
DPYSL5,ProBYQui_FC_,Pro,Qui,0.000215318,8.52E-05,2.526275528
NR1H3,ProBYQui_FC_,Pro,Qui,0.000960042,0.00056939,1.686088621
CCND3,ProBYQui_FC_,Pro,Qui,0.00166193,0.00106186,1.565112162
SNX5,ProBYQui_FC_,Pro,Qui,0.00509446,0.00326143,1.562032605
ALDH7A1,ProBYQui_FC_,Pro,Qui,0.00125097,0.00082338,1.519310646
PRUNE1,ProBYQui_FC_,Pro,Qui,0.00249751,0.00167882,1.487657998
TTC37,ProBYQui_FC_,Pro,Qui,0.0206504,0.0140497,1.469810743
