Gene,Category,sample_1,sample_2,value_1_tap,value_2_qnp,FC5
Snx11,qnpBYtap_FC5_,tap,qnp,2.01792,18.0229,8.931424437
Ift57,qnpBYtap_FC5_,tap,qnp,8.30427,74.0606,8.918375727
Dnajc7,qnpBYtap_FC5_,tap,qnp,82.6715,737.106,8.916083535
Ctdnep1,qnpBYtap_FC5_,tap,qnp,10.023,89.3283,8.912331637
Ngrn,qnpBYtap_FC5_,tap,qnp,12.122,108.008,8.910080845
Rad9a,qnpBYtap_FC5_,tap,qnp,4.96008,44.1833,8.907779713
Spag7,qnpBYtap_FC5_,tap,qnp,27.4969,244.609,8.895875535
AABR07006625.1,qnpBYtap_FC5_,tap,qnp,1.56638,13.8978,8.87255966
Gtf3c1,qnpBYtap_FC5_,tap,qnp,14.6819,130.12,8.86261315
B4galt4,qnpBYtap_FC5_,tap,qnp,1.63607,14.4916,8.857567219
Vtn,qnpBYtap_FC5_,tap,qnp,0.147578,1.30628,8.851454824
Eci1,qnpBYtap_FC5_,tap,qnp,9.07495,80.3148,8.850164464
Tubg1,qnpBYtap_FC5_,tap,qnp,20.0736,177.557,8.845299299
Snx15,qnpBYtap_FC5_,tap,qnp,4.92224,43.5173,8.840954525
AC111831.2,qnpBYtap_FC5_,tap,qnp,2.04011,18.0099,8.827906338
Rwdd2b,qnpBYtap_FC5_,tap,qnp,1.84106,16.2497,8.826273994
Stat3,qnpBYtap_FC5_,tap,qnp,28.0718,247.662,8.822448151
Cadps,qnpBYtap_FC5_,tap,qnp,0.734209,6.47451,8.818347364
Junb,qnpBYtap_FC5_,tap,qnp,1.57781,13.9136,8.818298781
Fas,qnpBYtap_FC5_,tap,qnp,0.472234,4.16309,8.815735419
Sdhaf1,qnpBYtap_FC5_,tap,qnp,7.29129,64.2423,8.810827714
Dvl2,qnpBYtap_FC5_,tap,qnp,3.10936,27.3851,8.807310829
Ccdc191,qnpBYtap_FC5_,tap,qnp,1.88359,16.5492,8.785988458
AABR07030630.1,qnpBYtap_FC5_,tap,qnp,0.647073,5.6846,8.785098436
Inpp5a,qnpBYtap_FC5_,tap,qnp,6.44689,56.6274,8.783677091
Zfp180,qnpBYtap_FC5_,tap,qnp,8.08896,70.9392,8.769878946
Pgap2,qnpBYtap_FC5_,tap,qnp,2.92176,25.5482,8.744113137
Wnt5a,qnpBYtap_FC5_,tap,qnp,0.0817722,0.714345,8.735792849
Mcee,qnpBYtap_FC5_,tap,qnp,13.014,113.676,8.734900876
Stard5,qnpBYtap_FC5_,tap,qnp,0.548712,4.78497,8.720366968
Tmem135,qnpBYtap_FC5_,tap,qnp,5.6022,48.8141,8.713380458
Ezh1,qnpBYtap_FC5_,tap,qnp,5.919,51.4797,8.69736442
Chst2,qnpBYtap_FC5_,tap,qnp,0.378314,3.2903,8.697272636
Fn3krp,qnpBYtap_FC5_,tap,qnp,7.2776,63.2876,8.696218534
Aqp1,qnpBYtap_FC5_,tap,qnp,0.582392,5.0641,8.69534609
Ak3,qnpBYtap_FC5_,tap,qnp,46.1079,400.587,8.688033938
RGD1311946,qnpBYtap_FC5_,tap,qnp,13.2563,115.169,8.687869164
Plekhm1,qnpBYtap_FC5_,tap,qnp,4.24744,36.8876,8.684666529
Cep131,qnpBYtap_FC5_,tap,qnp,5.69368,49.4336,8.68218797
Wfikkn1,qnpBYtap_FC5_,tap,qnp,0.287577,2.49608,8.679692743
Lipa,qnpBYtap_FC5_,tap,qnp,3.47435,30.1507,8.67808367
Sult5a1,qnpBYtap_FC5_,tap,qnp,0.111281,0.964246,8.664965268
Drg2,qnpBYtap_FC5_,tap,qnp,6.75922,58.5368,8.660289205
Atp1a3,qnpBYtap_FC5_,tap,qnp,1.15203,9.96778,8.652361484
LOC108348082,qnpBYtap_FC5_,tap,qnp,0.144191,1.24744,8.651302786
Sp2,qnpBYtap_FC5_,tap,qnp,4.44905,38.4669,8.646092986
Akr1c12,qnpBYtap_FC5_,tap,qnp,0.211682,1.82907,8.640649654
Nop53,qnpBYtap_FC5_,tap,qnp,19.6704,169.877,8.63617415
Faap100,qnpBYtap_FC5_,tap,qnp,0.44354,3.8267,8.627632232
Exoc3l2,qnpBYtap_FC5_,tap,qnp,0.8222,7.08871,8.621637071
Tm2d3,qnpBYtap_FC5_,tap,qnp,1.91344,16.4829,8.614275859
Itga7,qnpBYtap_FC5_,tap,qnp,0.430187,3.70371,8.609534923
Scn1b,qnpBYtap_FC5_,tap,qnp,1.10812,9.53592,8.60549399
Lasp1,qnpBYtap_FC5_,tap,qnp,22.4905,193.473,8.602432138
Lrp10,qnpBYtap_FC5_,tap,qnp,2.36587,20.3238,8.590412829
Klc2,qnpBYtap_FC5_,tap,qnp,9.7157,83.4527,8.589468592
Casz1,qnpBYtap_FC5_,tap,qnp,0.0561041,0.481102,8.575166521
Crebzf,qnpBYtap_FC5_,tap,qnp,4.07755,34.9572,8.573089233
Tmem8b,qnpBYtap_FC5_,tap,qnp,0.0877958,0.751616,8.560956219
Pafah1b3,qnpBYtap_FC5_,tap,qnp,1.19733,10.2407,8.552946974
Kcnc3,qnpBYtap_FC5_,tap,qnp,2.47267,21.1474,8.552455443
Endov,qnpBYtap_FC5_,tap,qnp,2.28283,19.5069,8.545051537
Deaf1,qnpBYtap_FC5_,tap,qnp,6.7837,57.9438,8.541621829
Irf1,qnpBYtap_FC5_,tap,qnp,6.62724,56.5177,8.528090125
Kmt5b,qnpBYtap_FC5_,tap,qnp,6.48218,55.2319,8.520574868
Stard3,qnpBYtap_FC5_,tap,qnp,7.20186,61.3385,8.517035877
Fdxr,qnpBYtap_FC5_,tap,qnp,1.83315,15.6061,8.513269509
Ctgf,qnpBYtap_FC5_,tap,qnp,7.61768,64.8157,8.508587917
Nprl3,qnpBYtap_FC5_,tap,qnp,2.68362,22.8288,8.506718537
Cxcl14,qnpBYtap_FC5_,tap,qnp,0.149076,1.26764,8.503313746
Coasy,qnpBYtap_FC5_,tap,qnp,3.83117,32.5766,8.503042152
Serpine1,qnpBYtap_FC5_,tap,qnp,2.96716,25.218,8.499036115
AABR07033570.2,qnpBYtap_FC5_,tap,qnp,0.149662,1.27153,8.496011011
Vps35l,qnpBYtap_FC5_,tap,qnp,7.24187,61.4389,8.483844642
Polr2a,qnpBYtap_FC5_,tap,qnp,8.2343,69.851,8.482931154
Nectin2,qnpBYtap_FC5_,tap,qnp,11.9878,101.638,8.478453094
Timm22,qnpBYtap_FC5_,tap,qnp,5.32472,45.1424,8.477891795
Sars2,qnpBYtap_FC5_,tap,qnp,2.04036,17.2898,8.473896763
Bbs1,qnpBYtap_FC5_,tap,qnp,6.1156,51.7581,8.463290601
Mrpl10,qnpBYtap_FC5_,tap,qnp,14.666,123.964,8.452475113
Rhbdl3,qnpBYtap_FC5_,tap,qnp,0.390426,3.29879,8.449206764
Rnf40,qnpBYtap_FC5_,tap,qnp,7.27051,61.4174,8.447467922
Coro1b,qnpBYtap_FC5_,tap,qnp,38.7395,326.885,8.438028369
Eid2,qnpBYtap_FC5_,tap,qnp,0.763776,6.44434,8.437473814
Rpusd1,qnpBYtap_FC5_,tap,qnp,1.49234,12.5856,8.433466904
Mgat4b,qnpBYtap_FC5_,tap,qnp,2.59857,21.9132,8.432791882
Mybpc2,qnpBYtap_FC5_,tap,qnp,0.0859782,0.724974,8.432067664
Qpctl,qnpBYtap_FC5_,tap,qnp,2.54794,21.4257,8.40902847
AABR07050391.1,qnpBYtap_FC5_,tap,qnp,0.0509421,0.42805,8.402676764
Ndufb10,qnpBYtap_FC5_,tap,qnp,69.5502,584.321,8.401428033
Zfp592,qnpBYtap_FC5_,tap,qnp,3.96531,33.3009,8.398057151
Drap1,qnpBYtap_FC5_,tap,qnp,35.9,301.185,8.389554318
Nxph3,qnpBYtap_FC5_,tap,qnp,0.187644,1.56924,8.362857326
Wnk4,qnpBYtap_FC5_,tap,qnp,1.71083,14.3038,8.360737186
Dtx3l,qnpBYtap_FC5_,tap,qnp,12.4407,103.962,8.356603728
Ino80e,qnpBYtap_FC5_,tap,qnp,6.64271,55.4561,8.348415029
Bcl7c,qnpBYtap_FC5_,tap,qnp,5.11328,42.6586,8.342707616
Pcolce,qnpBYtap_FC5_,tap,qnp,0.0727729,0.605693,8.323057072
Alkbh5,qnpBYtap_FC5_,tap,qnp,7.94619,66.1335,8.322667845
Pitpnm3,qnpBYtap_FC5_,tap,qnp,0.524835,4.36261,8.312345785
Mrpl28,qnpBYtap_FC5_,tap,qnp,6.27756,52.1124,8.301378243
Map3k6,qnpBYtap_FC5_,tap,qnp,0.0237863,0.197182,8.289729802
Lmod1,qnpBYtap_FC5_,tap,qnp,0.0228616,0.18943,8.28594674
Nnat,qnpBYtap_FC5_,tap,qnp,36.2054,299.848,8.281858507
Casp7,qnpBYtap_FC5_,tap,qnp,3.36166,27.7451,8.253392669
Efl1,qnpBYtap_FC5_,tap,qnp,5.93475,48.944,8.247019672
Glis2,qnpBYtap_FC5_,tap,qnp,2.18157,17.9768,8.240304001
Slu7,qnpBYtap_FC5_,tap,qnp,30.8235,253.937,8.238421983
Mcc,qnpBYtap_FC5_,tap,qnp,0.276267,2.27297,8.227439397
Nlrp9,qnpBYtap_FC5_,tap,qnp,0.0355725,0.292535,8.223627802
Myo15a,qnpBYtap_FC5_,tap,qnp,0.00937127,0.0769734,8.213763983
Fam160a2,qnpBYtap_FC5_,tap,qnp,1.05987,8.7027,8.211101361
Cdr2l,qnpBYtap_FC5_,tap,qnp,7.15633,58.7437,8.208634873
Egr1,qnpBYtap_FC5_,tap,qnp,0.476998,3.91133,8.199887631
Kctd13,qnpBYtap_FC5_,tap,qnp,4.19032,34.346,8.196510052
Tmem86a,qnpBYtap_FC5_,tap,qnp,0.709456,5.80254,8.178858167
Rasgrp3,qnpBYtap_FC5_,tap,qnp,0.0722246,0.59067,8.17823844
Zfp536,qnpBYtap_FC5_,tap,qnp,5.40051,44.1103,8.16780267
Otog,qnpBYtap_FC5_,tap,qnp,0.00981815,0.0801842,8.166935726
Stub1,qnpBYtap_FC5_,tap,qnp,23.6861,193.304,8.161073372
Gbf1,qnpBYtap_FC5_,tap,qnp,11.532,94.1118,8.160926119
Cstf2t,qnpBYtap_FC5_,tap,qnp,14.3885,117.411,8.16005838
Supt6h,qnpBYtap_FC5_,tap,qnp,50.0415,408.105,8.155331075
Tmem186,qnpBYtap_FC5_,tap,qnp,3.01001,24.5353,8.151235378
Myh15,qnpBYtap_FC5_,tap,qnp,0.0176058,0.143473,8.149189472
Chsy1,qnpBYtap_FC5_,tap,qnp,13.1801,107.375,8.146751542
RF00478,qnpBYtap_FC5_,tap,qnp,3.4543,28.1401,8.146397244
Myocd,qnpBYtap_FC5_,tap,qnp,0.0206558,0.168187,8.142361952
Ccdc88b,qnpBYtap_FC5_,tap,qnp,0.041801,0.340333,8.141743021
Hdac5,qnpBYtap_FC5_,tap,qnp,8.86013,72.0999,8.13756683
Pitpna,qnpBYtap_FC5_,tap,qnp,81.3416,661.467,8.131964456
Zscan2,qnpBYtap_FC5_,tap,qnp,0.201829,1.64113,8.131289359
Ganab,qnpBYtap_FC5_,tap,qnp,26.911,218.758,8.128943555
Gsx1,qnpBYtap_FC5_,tap,qnp,0.210723,1.71106,8.119948938
Unc119,qnpBYtap_FC5_,tap,qnp,5.33682,43.3319,8.119423177
Txndc17,qnpBYtap_FC5_,tap,qnp,21.1297,171.371,8.110432235
Hs6st1,qnpBYtap_FC5_,tap,qnp,1.78518,14.4721,8.106801555
Naglt1,qnpBYtap_FC5_,tap,qnp,0.0413646,0.33489,8.096053147
Tbx2,qnpBYtap_FC5_,tap,qnp,26.4443,213.997,8.092367731
Stpg1,qnpBYtap_FC5_,tap,qnp,0.0511949,0.414199,8.090630121
Gpr156,qnpBYtap_FC5_,tap,qnp,0.093166,0.753206,8.084558745
Sdc3,qnpBYtap_FC5_,tap,qnp,5.45335,44.0392,8.075623241
Slc16a3,qnpBYtap_FC5_,tap,qnp,0.109258,0.881696,8.069853008
Sts,qnpBYtap_FC5_,tap,qnp,0.25426,2.04853,8.05683159
RGD1305733,qnpBYtap_FC5_,tap,qnp,0.0616575,0.496451,8.051753639
AABR07004404.1,qnpBYtap_FC5_,tap,qnp,1.29669,10.434,8.046641834
Asphd1,qnpBYtap_FC5_,tap,qnp,0.0695329,0.558685,8.034829556
Cxadr,qnpBYtap_FC5_,tap,qnp,0.744216,5.97189,8.024404205
Tshz3,qnpBYtap_FC5_,tap,qnp,2.48711,19.954,8.022966415
Majin,qnpBYtap_FC5_,tap,qnp,0.0779536,0.624947,8.016910059
Foxc1,qnpBYtap_FC5_,tap,qnp,0.418169,3.35003,8.011186865
Klc3,qnpBYtap_FC5_,tap,qnp,0.0685818,0.549381,8.010594648
LOC691995,qnpBYtap_FC5_,tap,qnp,0.167267,1.33896,8.004926256
Cox10,qnpBYtap_FC5_,tap,qnp,4.22312,33.7607,7.994255432
Gsk3a,qnpBYtap_FC5_,tap,qnp,21.9581,175.53,7.993861035
Armh3,qnpBYtap_FC5_,tap,qnp,3.92633,31.3776,7.991585017
Hecw2,qnpBYtap_FC5_,tap,qnp,0.0575966,0.458734,7.964602077
Cnnm1,qnpBYtap_FC5_,tap,qnp,0.662902,5.27649,7.959683332
Olfm1,qnpBYtap_FC5_,tap,qnp,1.11047,8.8373,7.958161859
Copz2,qnpBYtap_FC5_,tap,qnp,4.9268,39.1906,7.954574978
Tnfsf12,qnpBYtap_FC5_,tap,qnp,5.305,42.1589,7.947012253
AABR07012097.1,qnpBYtap_FC5_,tap,qnp,2.99797,23.8004,7.938838614
Calcr,qnpBYtap_FC5_,tap,qnp,0.525289,4.16999,7.938468158
Vps33b,qnpBYtap_FC5_,tap,qnp,2.10797,16.729,7.936071196
Gadd45a,qnpBYtap_FC5_,tap,qnp,3.99091,31.6476,7.929920745
Acbd4,qnpBYtap_FC5_,tap,qnp,1.0497,8.3196,7.925693055
Gp1ba,qnpBYtap_FC5_,tap,qnp,0.243951,1.93233,7.920975934
Sh3pxd2a,qnpBYtap_FC5_,tap,qnp,3.11867,24.6854,7.915361356
Gad1,qnpBYtap_FC5_,tap,qnp,0.51567,4.07719,7.906587546
Kcne2,qnpBYtap_FC5_,tap,qnp,0.757673,5.98955,7.90519129
RGD1307554,qnpBYtap_FC5_,tap,qnp,2.15337,17.0226,7.905097591
Bod1,qnpBYtap_FC5_,tap,qnp,7.282,57.552,7.903323263
Bfar,qnpBYtap_FC5_,tap,qnp,3.0983,24.4682,7.897298519
Spred3,qnpBYtap_FC5_,tap,qnp,0.663574,5.23237,7.885134137
AABR07033887.1,qnpBYtap_FC5_,tap,qnp,1.54205,12.1558,7.882883175
Oga,qnpBYtap_FC5_,tap,qnp,13.0885,103.068,7.874699163
Pten,qnpBYtap_FC5_,tap,qnp,105.878,833.75,7.87462929
Mettl23,qnpBYtap_FC5_,tap,qnp,4.68722,36.899,7.872256903
RGD1561034,qnpBYtap_FC5_,tap,qnp,0.434177,3.41432,7.863889612
Unc13d,qnpBYtap_FC5_,tap,qnp,0.246744,1.94025,7.863413092
Exosc5,qnpBYtap_FC5_,tap,qnp,7.16816,56.3181,7.856702417
LOC360479,qnpBYtap_FC5_,tap,qnp,0.0807001,0.633754,7.853199686
Tmem143,qnpBYtap_FC5_,tap,qnp,3.97146,31.1837,7.851948654
LOC108348106,qnpBYtap_FC5_,tap,qnp,0.319102,2.50555,7.851878083
Lcat,qnpBYtap_FC5_,tap,qnp,16.1217,126.536,7.848800065
RGD1310352,qnpBYtap_FC5_,tap,qnp,39.5479,310.348,7.847395184
AABR07053472.1,qnpBYtap_FC5_,tap,qnp,0.492032,3.86056,7.846156348
Dgke,qnpBYtap_FC5_,tap,qnp,3.35778,26.3401,7.844498448
Rpain,qnpBYtap_FC5_,tap,qnp,4.37775,34.3348,7.843024385
Gid4,qnpBYtap_FC5_,tap,qnp,3.32511,26.0535,7.835379882
Akap10,qnpBYtap_FC5_,tap,qnp,3.96043,31.0295,7.834881566
Atrnl1,qnpBYtap_FC5_,tap,qnp,3.36089,26.3289,7.83390709
Sap18,qnpBYtap_FC5_,tap,qnp,10.3087,80.6881,7.827184805
Crebrf,qnpBYtap_FC5_,tap,qnp,7.00605,54.8349,7.826792558
Ntpcr,qnpBYtap_FC5_,tap,qnp,0.278113,2.17332,7.814521436
Ighmbp2,qnpBYtap_FC5_,tap,qnp,2.98996,23.3379,7.805422146
Bckdk,qnpBYtap_FC5_,tap,qnp,23.9533,186.685,7.793706921
Ifnar1,qnpBYtap_FC5_,tap,qnp,10.5106,81.8317,7.785635454
Psmc3ip,qnpBYtap_FC5_,tap,qnp,11.5356,89.7851,7.783305593
Mrpl27,qnpBYtap_FC5_,tap,qnp,16.1316,125.505,7.780071413
Slc43a2,qnpBYtap_FC5_,tap,qnp,3.29191,25.5949,7.775091057
Mrc2,qnpBYtap_FC5_,tap,qnp,0.127457,0.990489,7.771162039
AC119015.1,qnpBYtap_FC5_,tap,qnp,1.65494,12.8473,7.763000471
Iqgap1,qnpBYtap_FC5_,tap,qnp,24.2951,188.56,7.761235805
Ndufb8,qnpBYtap_FC5_,tap,qnp,54.1517,419.694,7.750338401
Cep89,qnpBYtap_FC5_,tap,qnp,3.53122,27.3671,7.750041062
Gadd45b,qnpBYtap_FC5_,tap,qnp,2.07081,16.0346,7.743153645
Spag5,qnpBYtap_FC5_,tap,qnp,0.653187,5.05163,7.733818952
Mrps34,qnpBYtap_FC5_,tap,qnp,6.21568,48.0544,7.731157331
Ppp1ca,qnpBYtap_FC5_,tap,qnp,49.1597,379.736,7.724538596
Hvcn1,qnpBYtap_FC5_,tap,qnp,0.111803,0.861364,7.704301316
Tacc2,qnpBYtap_FC5_,tap,qnp,8.23565,63.357,7.693017552
Capn5,qnpBYtap_FC5_,tap,qnp,17.4453,133.944,7.67794191
Wdr5b,qnpBYtap_FC5_,tap,qnp,1.37877,10.5731,7.668501636
Cox17,qnpBYtap_FC5_,tap,qnp,136.928,1049.61,7.665415401
Alkbh6,qnpBYtap_FC5_,tap,qnp,0.171947,1.31764,7.663058966
Tmem134,qnpBYtap_FC5_,tap,qnp,25.0921,192.055,7.654002654
Arid5a,qnpBYtap_FC5_,tap,qnp,2.88469,22.0733,7.651879405
Gpx8,qnpBYtap_FC5_,tap,qnp,12.4302,94.9984,7.642547988
Lrch3,qnpBYtap_FC5_,tap,qnp,49.1383,375.534,7.642388931
Nptxr,qnpBYtap_FC5_,tap,qnp,3.79456,28.9899,7.639858113
Cyb561,qnpBYtap_FC5_,tap,qnp,0.0811092,0.619143,7.63344972
Adprh,qnpBYtap_FC5_,tap,qnp,14.0441,107.157,7.630036813
Dhrs13,qnpBYtap_FC5_,tap,qnp,0.847252,6.46005,7.624709059
RGD1307929,qnpBYtap_FC5_,tap,qnp,19.758,150.614,7.622937544
LOC102548695,qnpBYtap_FC5_,tap,qnp,0.0998029,0.759572,7.610720731
Cpeb4,qnpBYtap_FC5_,tap,qnp,10.1177,76.9628,7.606748569
Abcc1,qnpBYtap_FC5_,tap,qnp,2.95954,22.4928,7.600100016
Taco1,qnpBYtap_FC5_,tap,qnp,2.67764,20.3446,7.597959397
Psmd13,qnpBYtap_FC5_,tap,qnp,21.3832,162.417,7.595542295
Slfn5,qnpBYtap_FC5_,tap,qnp,0.593827,4.50954,7.594029911
Ciao3,qnpBYtap_FC5_,tap,qnp,2.42193,18.3854,7.591218574
Fgfbp3,qnpBYtap_FC5_,tap,qnp,1.23536,9.37674,7.59028947
NEWGENE_1310561,qnpBYtap_FC5_,tap,qnp,2.06177,15.6324,7.582029033
Dnajc28,qnpBYtap_FC5_,tap,qnp,2.83033,21.441,7.575441733
Osbpl11,qnpBYtap_FC5_,tap,qnp,3.7303,28.256,7.574725893
Slc22a2,qnpBYtap_FC5_,tap,qnp,0.0504832,0.382373,7.574262329
RGD1560034,qnpBYtap_FC5_,tap,qnp,0.0784673,0.594282,7.573626211
Naa38,qnpBYtap_FC5_,tap,qnp,42.979,325.355,7.570092371
Gna13,qnpBYtap_FC5_,tap,qnp,12.4706,94.1938,7.553269289
Fbxo39,qnpBYtap_FC5_,tap,qnp,0.15037,1.13533,7.550242735
Mrps7,qnpBYtap_FC5_,tap,qnp,23.7056,178.801,7.542563782
B4galnt1,qnpBYtap_FC5_,tap,qnp,0.374395,2.82198,7.537440404
Clec16a,qnpBYtap_FC5_,tap,qnp,7.20323,54.2505,7.531412991
Wnt3,qnpBYtap_FC5_,tap,qnp,0.109205,0.822123,7.528254201
Metrn,qnpBYtap_FC5_,tap,qnp,4.8433,36.4539,7.526665703
Ate1,qnpBYtap_FC5_,tap,qnp,11.3593,85.4734,7.524530561
Efr3b,qnpBYtap_FC5_,tap,qnp,0.505027,3.80006,7.524468989
Tmem126b,qnpBYtap_FC5_,tap,qnp,2.16212,16.2568,7.518916619
Fli1,qnpBYtap_FC5_,tap,qnp,0.128211,0.963977,7.518676245
RGD1304587,qnpBYtap_FC5_,tap,qnp,6.34365,47.6593,7.512914489
Ccdc86,qnpBYtap_FC5_,tap,qnp,8.83933,66.37,7.508487634
Tlx1,qnpBYtap_FC5_,tap,qnp,2.17282,16.2814,7.493211587
Derl2,qnpBYtap_FC5_,tap,qnp,7.88004,59.004,7.48777925
Upp1,qnpBYtap_FC5_,tap,qnp,0.0559045,0.418595,7.487679883
Ttyh2,qnpBYtap_FC5_,tap,qnp,5.18249,38.8041,7.487539773
AABR07007032.1,qnpBYtap_FC5_,tap,qnp,20.6892,154.825,7.483372968
Arhgap31,qnpBYtap_FC5_,tap,qnp,10.0669,75.265,7.476482333
Tmem63a,qnpBYtap_FC5_,tap,qnp,0.616692,4.60461,7.466628398
Taf10,qnpBYtap_FC5_,tap,qnp,18.5302,138.295,7.463222199
Ehd1,qnpBYtap_FC5_,tap,qnp,8.25091,61.5568,7.460607375
Jpt1,qnpBYtap_FC5_,tap,qnp,29.5754,220.478,7.454776605
Ttc1,qnpBYtap_FC5_,tap,qnp,32.2731,240.51,7.452336466
Hap1,qnpBYtap_FC5_,tap,qnp,5.4195,40.3402,7.443528001
Nenf,qnpBYtap_FC5_,tap,qnp,0.297275,2.2123,7.441930872
Celsr1,qnpBYtap_FC5_,tap,qnp,0.0888981,0.661145,7.437110579
Rabep1,qnpBYtap_FC5_,tap,qnp,24.9609,185.087,7.415077181
H3f3a,qnpBYtap_FC5_,tap,qnp,258.753,1916.81,7.407875464
Bcar3,qnpBYtap_FC5_,tap,qnp,0.634456,4.69351,7.397691881
Fbxl20,qnpBYtap_FC5_,tap,qnp,6.05255,44.7678,7.396518823
Ebf3,qnpBYtap_FC5_,tap,qnp,5.28298,39.0602,7.393592253
Ets2,qnpBYtap_FC5_,tap,qnp,2.32351,17.1456,7.379180636
Angptl2,qnpBYtap_FC5_,tap,qnp,1.00946,7.4487,7.378895647
AABR07026114.1,qnpBYtap_FC5_,tap,qnp,0.14745,1.08696,7.371719227
Psmc4,qnpBYtap_FC5_,tap,qnp,45.6501,336.515,7.371615834
Gbe1,qnpBYtap_FC5_,tap,qnp,8.22099,60.5432,7.364465837
Ccdc47,qnpBYtap_FC5_,tap,qnp,27.7906,204.411,7.355400747
Tead4,qnpBYtap_FC5_,tap,qnp,0.135567,0.996761,7.352534171
AABR07052897.3,qnpBYtap_FC5_,tap,qnp,0.545492,4.00729,7.346193895
Trim6,qnpBYtap_FC5_,tap,qnp,0.227248,1.6685,7.342198831
AABR07055280.1,qnpBYtap_FC5_,tap,qnp,0.100908,0.740279,7.336177508
Taok2,qnpBYtap_FC5_,tap,qnp,11.421,83.7741,7.335093249
Znf48,qnpBYtap_FC5_,tap,qnp,7.91069,58.022,7.334631998
Sco1,qnpBYtap_FC5_,tap,qnp,5.89628,43.2245,7.330808578
Cyb5r1,qnpBYtap_FC5_,tap,qnp,0.953242,6.98599,7.328663655
AABR07033023.1,qnpBYtap_FC5_,tap,qnp,6.42436,47.077,7.327889471
Chmp6,qnpBYtap_FC5_,tap,qnp,9.65493,70.6795,7.320560584
Gga2,qnpBYtap_FC5_,tap,qnp,8.27537,60.5488,7.316748375
Klhl11,qnpBYtap_FC5_,tap,qnp,8.21227,59.9749,7.303084287
Il16,qnpBYtap_FC5_,tap,qnp,0.0409652,0.298631,7.289870427
Tsen54,qnpBYtap_FC5_,tap,qnp,1.27401,9.28024,7.284275634
Glyr1,qnpBYtap_FC5_,tap,qnp,34.2455,248.626,7.260107167
Dusp14,qnpBYtap_FC5_,tap,qnp,2.32796,16.8977,7.258586917
AABR07006894.1,qnpBYtap_FC5_,tap,qnp,0.338552,2.45734,7.25838276
Cd300lb,qnpBYtap_FC5_,tap,qnp,0.0503244,0.364915,7.251253865
Ctc1,qnpBYtap_FC5_,tap,qnp,10.222,74.0303,7.242252005
Rnd3,qnpBYtap_FC5_,tap,qnp,7.66395,55.4956,7.241122398
Ctr9,qnpBYtap_FC5_,tap,qnp,21.3314,154.237,7.23051464
AABR07033564.1,qnpBYtap_FC5_,tap,qnp,1.18965,8.60007,7.229075779
Rabl3,qnpBYtap_FC5_,tap,qnp,4.15706,30.0436,7.227126864
Rab32,qnpBYtap_FC5_,tap,qnp,0.0986504,0.71275,7.225008718
Arhgdia,qnpBYtap_FC5_,tap,qnp,148.392,1072,7.224109116
Catsperg,qnpBYtap_FC5_,tap,qnp,0.0251822,0.181573,7.210370817
Mta2,qnpBYtap_FC5_,tap,qnp,22.4535,161.803,7.206137128
Blvrb,qnpBYtap_FC5_,tap,qnp,12.0997,87.1348,7.201401688
Coro6,qnpBYtap_FC5_,tap,qnp,0.131664,0.945839,7.183732835
Cntrob,qnpBYtap_FC5_,tap,qnp,3.51789,25.2613,7.180810088
Slc16a5,qnpBYtap_FC5_,tap,qnp,0.0389623,0.279489,7.173318824
Scnn1b,qnpBYtap_FC5_,tap,qnp,0.0390911,0.280393,7.172809156
Tppp3,qnpBYtap_FC5_,tap,qnp,6.36996,45.6546,7.167172164
Gramd1c,qnpBYtap_FC5_,tap,qnp,2.25932,16.1888,7.165341784
P2rx5,qnpBYtap_FC5_,tap,qnp,0.130259,0.932834,7.161378484
AC142154.1,qnpBYtap_FC5_,tap,qnp,0.182059,1.30278,7.155812127
Trim72,qnpBYtap_FC5_,tap,qnp,0.0463112,0.331296,7.153690684
Sbk2,qnpBYtap_FC5_,tap,qnp,0.0472062,0.337586,7.151306396
Alox15,qnpBYtap_FC5_,tap,qnp,0.0507522,0.362467,7.141897297
Ppfia1,qnpBYtap_FC5_,tap,qnp,17.8334,127.32,7.139412563
Tlcd2,qnpBYtap_FC5_,tap,qnp,0.0534877,0.381616,7.134649648
RGD1308564,qnpBYtap_FC5_,tap,qnp,0.0573863,0.408839,7.124331069
AABR07003509.1,qnpBYtap_FC5_,tap,qnp,0.0580861,0.413717,7.122478528
Acox1,qnpBYtap_FC5_,tap,qnp,18.144,129.124,7.116622575
RF00045,qnpBYtap_FC5_,tap,qnp,15.023,106.897,7.115556147
Aamdc,qnpBYtap_FC5_,tap,qnp,1.01029,7.18349,7.110324758
Uvrag,qnpBYtap_FC5_,tap,qnp,11.0406,78.5005,7.110166114
Chrne,qnpBYtap_FC5_,tap,qnp,0.0656064,0.465982,7.102691201
Hoxb4,qnpBYtap_FC5_,tap,qnp,0.0666622,0.473297,7.099930695
AABR07004684.1,qnpBYtap_FC5_,tap,qnp,0.043593,0.309138,7.091459638
Kirrel1,qnpBYtap_FC5_,tap,qnp,2.44355,17.3232,7.089357697
Per1,qnpBYtap_FC5_,tap,qnp,3.63244,25.7472,7.08812809
Neurl1b,qnpBYtap_FC5_,tap,qnp,0.0728843,0.516287,7.08365176
Rcl1,qnpBYtap_FC5_,tap,qnp,3.11418,22.0524,7.081286245
Phox2a,qnpBYtap_FC5_,tap,qnp,0.0751258,0.531726,7.077808156
