Gene,Category,sample_1,sample_2,value_1_npc,value_2_nsc,FC5
Gm47917,nscBYnpc_FC5_,npc,nsc,0.175418,5.30514,30.24284851
Cd163,nscBYnpc_FC5_,npc,nsc,2.4837,75.0125,30.2019165
Ccl24,nscBYnpc_FC5_,npc,nsc,9.30783,280.242,30.10819923
Mab21l1,nscBYnpc_FC5_,npc,nsc,0.0121417,0.365142,30.07338346
Gm15232,nscBYnpc_FC5_,npc,nsc,0.0185883,0.558048,30.02146512
Pik3ap1,nscBYnpc_FC5_,npc,nsc,0.466091,13.9875,30.01023405
D5Ertd605e,nscBYnpc_FC5_,npc,nsc,0.220738,6.6206,29.9930234
Insm2,nscBYnpc_FC5_,npc,nsc,0.00279754,0.0838104,29.95860649
Itgax,nscBYnpc_FC5_,npc,nsc,0.0107231,0.321234,29.95719521
Gm28038,nscBYnpc_FC5_,npc,nsc,0.113667,3.40329,29.94087994
Gm16026,nscBYnpc_FC5_,npc,nsc,0.0184523,0.549682,29.78934875
Gm10693,nscBYnpc_FC5_,npc,nsc,0.00432652,0.12794,29.57111027
Gm29439,nscBYnpc_FC5_,npc,nsc,0.176054,5.20374,29.55763573
Gpx3,nscBYnpc_FC5_,npc,nsc,12.117,356.397,29.41297351
Phgdh-ps1,nscBYnpc_FC5_,npc,nsc,0.014374,0.422274,29.37762627
Cd86,nscBYnpc_FC5_,npc,nsc,2.90493,85.0586,29.28077441
Csf1r,nscBYnpc_FC5_,npc,nsc,17.0212,496.093,29.14559491
C3ar1,nscBYnpc_FC5_,npc,nsc,2.09969,61.0667,29.08367426
Gm13407,nscBYnpc_FC5_,npc,nsc,0.0450586,1.30941,29.06015722
Gm16048,nscBYnpc_FC5_,npc,nsc,0.0345004,0.99282,28.77705766
Dpp10,nscBYnpc_FC5_,npc,nsc,0.0266499,0.764348,28.68108323
C1qc,nscBYnpc_FC5_,npc,nsc,17.9134,513.412,28.66077908
Tlr5,nscBYnpc_FC5_,npc,nsc,0.364733,10.4417,28.62833909
Clec4a3,nscBYnpc_FC5_,npc,nsc,3.97402,113.657,28.60000705
Cd180,nscBYnpc_FC5_,npc,nsc,0.234522,6.70536,28.59160335
Angptl7,nscBYnpc_FC5_,npc,nsc,0.897997,25.6026,28.51078567
Gpr160,nscBYnpc_FC5_,npc,nsc,1.87524,53.3368,28.44265267
Amdhd1,nscBYnpc_FC5_,npc,nsc,0.0444259,1.26348,28.44016666
Trim30c,nscBYnpc_FC5_,npc,nsc,0.143718,4.07608,28.36165268
Themis2,nscBYnpc_FC5_,npc,nsc,1.13066,32.0575,28.35290892
Gm1720,nscBYnpc_FC5_,npc,nsc,0.00529762,0.149869,28.28987357
Gm13431,nscBYnpc_FC5_,npc,nsc,0.125161,3.53563,28.24865573
Syk,nscBYnpc_FC5_,npc,nsc,0.348931,9.85645,28.24756184
Cryba4,nscBYnpc_FC5_,npc,nsc,0.570991,16.085,28.17032142
Myh15,nscBYnpc_FC5_,npc,nsc,0.00383729,0.108044,28.15632908
Cdh23,nscBYnpc_FC5_,npc,nsc,0.0107575,0.301463,28.02351848
Arhgap45,nscBYnpc_FC5_,npc,nsc,0.210374,5.88816,27.98901005
Bank1,nscBYnpc_FC5_,npc,nsc,0.703509,19.6417,27.91961439
Fcgr1,nscBYnpc_FC5_,npc,nsc,3.45171,95.5742,27.68894258
Cd33,nscBYnpc_FC5_,npc,nsc,1.47578,40.7844,27.63582648
Gm15635,nscBYnpc_FC5_,npc,nsc,2.27877,62.7446,27.5344155
Fcgr2b,nscBYnpc_FC5_,npc,nsc,5.80031,159.199,27.44663647
Gm10475,nscBYnpc_FC5_,npc,nsc,0.0210517,0.577113,27.41408057
Dab2,nscBYnpc_FC5_,npc,nsc,23.3564,640.021,27.40238222
Rasa4,nscBYnpc_FC5_,npc,nsc,0.282412,7.71115,27.3046117
Ms4a6d,nscBYnpc_FC5_,npc,nsc,6.27114,170.545,27.19521491
Gm6377,nscBYnpc_FC5_,npc,nsc,0.470821,12.7497,27.07971819
Lyve1,nscBYnpc_FC5_,npc,nsc,8.39326,225.257,26.8378437
Slc27a6,nscBYnpc_FC5_,npc,nsc,0.367502,9.82712,26.74031706
Spi1,nscBYnpc_FC5_,npc,nsc,0.634152,16.9535,26.73412683
Fcer1g,nscBYnpc_FC5_,npc,nsc,52.1715,1385.97,26.56565366
Rgs18,nscBYnpc_FC5_,npc,nsc,1.16014,30.7599,26.51395521
Laptm5,nscBYnpc_FC5_,npc,nsc,26.6016,704.947,26.50017292
Tmem221,nscBYnpc_FC5_,npc,nsc,0.0442511,1.16658,26.36273449
Lcp2,nscBYnpc_FC5_,npc,nsc,2.81581,74.1209,26.32311839
Gm44751,nscBYnpc_FC5_,npc,nsc,0.0260729,0.685527,26.29270238
Oas3,nscBYnpc_FC5_,npc,nsc,0.0143829,0.377615,26.25444104
C1qb,nscBYnpc_FC5_,npc,nsc,91.1119,2389.82,26.2295046
Kif28,nscBYnpc_FC5_,npc,nsc,0.00291662,0.0764749,26.22038524
Tlr8,nscBYnpc_FC5_,npc,nsc,0.825341,21.6022,26.1736664
Tlr2,nscBYnpc_FC5_,npc,nsc,0.693527,18.0986,26.09646056
Irf4,nscBYnpc_FC5_,npc,nsc,0.0928424,2.42227,26.09012692
Rbm47,nscBYnpc_FC5_,npc,nsc,0.91819,23.9349,26.06748059
Pik3cg,nscBYnpc_FC5_,npc,nsc,0.92361,24.0432,26.03176665
Msr1,nscBYnpc_FC5_,npc,nsc,1.78692,46.4096,25.97183981
Gm38079,nscBYnpc_FC5_,npc,nsc,4.90247,127.286,25.9636469
Gm20468,nscBYnpc_FC5_,npc,nsc,0.0281481,0.730783,25.96207204
Gm36949,nscBYnpc_FC5_,npc,nsc,0.00971189,0.250979,25.84244673
Ccr1,nscBYnpc_FC5_,npc,nsc,2.46744,63.7287,25.82786208
Nrros,nscBYnpc_FC5_,npc,nsc,5.97233,154.087,25.80014835
Pf4,nscBYnpc_FC5_,npc,nsc,133.912,3446.41,25.73637911
Tbxas1,nscBYnpc_FC5_,npc,nsc,2.72631,69.9502,25.65746375
Vav1,nscBYnpc_FC5_,npc,nsc,0.67439,17.2921,25.64109788
Folr2,nscBYnpc_FC5_,npc,nsc,7.37292,188.59,25.5787395
Hcls1,nscBYnpc_FC5_,npc,nsc,0.790191,20.177,25.53433284
Pin1rt1,nscBYnpc_FC5_,npc,nsc,0.0113879,0.289065,25.38352111
Nlrp1a,nscBYnpc_FC5_,npc,nsc,0.030379,0.768713,25.30409164
Ccl6,nscBYnpc_FC5_,npc,nsc,3.02394,76.2204,25.20565884
4933425L06Rik,nscBYnpc_FC5_,npc,nsc,0.00703932,0.177277,25.18382457
Ifi213,nscBYnpc_FC5_,npc,nsc,0.0404817,1.01525,25.07923333
Hk3,nscBYnpc_FC5_,npc,nsc,1.3921,34.9107,25.0777243
Fcna,nscBYnpc_FC5_,npc,nsc,5.53034,138.5,25.0436682
Lilra6,nscBYnpc_FC5_,npc,nsc,0.0247944,0.617268,24.89546027
Rubcnl,nscBYnpc_FC5_,npc,nsc,0.0875174,2.17562,24.85928513
AC139513.1,nscBYnpc_FC5_,npc,nsc,0.0238599,0.59303,24.85467248
Tlr4,nscBYnpc_FC5_,npc,nsc,1.03456,25.6086,24.75313177
Gm43140,nscBYnpc_FC5_,npc,nsc,0.0276952,0.680771,24.58082989
9530046B11Rik,nscBYnpc_FC5_,npc,nsc,0.0104292,0.255662,24.51405669
Wnt11,nscBYnpc_FC5_,npc,nsc,0.00692749,0.169559,24.4762533
Stap1,nscBYnpc_FC5_,npc,nsc,0.393338,9.60148,24.41025276
Ighm,nscBYnpc_FC5_,npc,nsc,3.25199,79.3288,24.39392495
Pld4,nscBYnpc_FC5_,npc,nsc,13.4423,327.38,24.35446315
Tnf,nscBYnpc_FC5_,npc,nsc,0.894469,21.7496,24.31565543
1700018M17Rik,nscBYnpc_FC5_,npc,nsc,0.0594928,1.43728,24.15888982
Gm48293,nscBYnpc_FC5_,npc,nsc,0.035066,0.846158,24.13043974
C1qa,nscBYnpc_FC5_,npc,nsc,21.7514,523.705,24.07684103
BC035044,nscBYnpc_FC5_,npc,nsc,0.578967,13.921,24.04454831
Hpgd,nscBYnpc_FC5_,npc,nsc,6.32444,151.939,24.02410332
Gm37474,nscBYnpc_FC5_,npc,nsc,0.0350806,0.84271,24.02210909
Gm38843,nscBYnpc_FC5_,npc,nsc,5.62437,134.847,23.97548525
Ms4a4a,nscBYnpc_FC5_,npc,nsc,11.98,286.616,23.9245409
Timd4,nscBYnpc_FC5_,npc,nsc,1.29933,31.0648,23.90832198
Cdhr1,nscBYnpc_FC5_,npc,nsc,0.00988569,0.235823,23.85498635
Lst1,nscBYnpc_FC5_,npc,nsc,12.8474,306.16,23.83050267
Oas1c,nscBYnpc_FC5_,npc,nsc,0.0688616,1.64014,23.81791884
Itga5,nscBYnpc_FC5_,npc,nsc,0.0752077,1.78927,23.79104799
Fpr1,nscBYnpc_FC5_,npc,nsc,4.34048,103.092,23.75129018
Gmfg,nscBYnpc_FC5_,npc,nsc,10.6739,253.338,23.73434265
Ltc4s,nscBYnpc_FC5_,npc,nsc,18.4871,438.079,23.69646943
A630001G21Rik,nscBYnpc_FC5_,npc,nsc,0.112697,2.66382,23.63700897
Ly86,nscBYnpc_FC5_,npc,nsc,12.9643,304.919,23.51989695
Gm43708,nscBYnpc_FC5_,npc,nsc,0.00911249,0.214275,23.5144291
Mgl2,nscBYnpc_FC5_,npc,nsc,6.206,145.386,23.42668385
Cd14,nscBYnpc_FC5_,npc,nsc,11.0931,259.595,23.40148381
Gm21985,nscBYnpc_FC5_,npc,nsc,0.00489853,0.114581,23.39089482
Ifi207,nscBYnpc_FC5_,npc,nsc,1.17778,27.3959,23.26062592
9330175M20Rik,nscBYnpc_FC5_,npc,nsc,0.00468245,0.108661,23.20601395
Fcgr3,nscBYnpc_FC5_,npc,nsc,10.2176,236.802,23.17589258
Clec4a1,nscBYnpc_FC5_,npc,nsc,4.58743,106.049,23.11730097
Lcp1,nscBYnpc_FC5_,npc,nsc,6.52881,149.908,22.96099902
2010016I18Rik,nscBYnpc_FC5_,npc,nsc,0.0108499,0.24804,22.86104019
P2ry6,nscBYnpc_FC5_,npc,nsc,5.54243,126.312,22.79000366
Ctsc,nscBYnpc_FC5_,npc,nsc,18.1898,412.992,22.70459268
Itgb2,nscBYnpc_FC5_,npc,nsc,1.10636,25.0911,22.67896526
Nfam1,nscBYnpc_FC5_,npc,nsc,2.00571,45.4286,22.64963529
Hmga1b,nscBYnpc_FC5_,npc,nsc,0.00553234,0.124503,22.50458215
Cd53,nscBYnpc_FC5_,npc,nsc,15.8389,353.973,22.34833227
5430427O19Rik,nscBYnpc_FC5_,npc,nsc,0.149002,3.32155,22.29198266
Arhgap25,nscBYnpc_FC5_,npc,nsc,0.469137,10.4379,22.2491511
Stkld1,nscBYnpc_FC5_,npc,nsc,0.0310881,0.69147,22.24227277
Smagp,nscBYnpc_FC5_,npc,nsc,0.76127,16.8888,22.18503291
Gm18445,nscBYnpc_FC5_,npc,nsc,0.183059,4.06022,22.17984366
Fermt3,nscBYnpc_FC5_,npc,nsc,2.15626,47.723,22.13230315
Cd84,nscBYnpc_FC5_,npc,nsc,1.87159,41.3852,22.11232161
Map3k8,nscBYnpc_FC5_,npc,nsc,0.451206,9.95262,22.05781838
Ptpn6,nscBYnpc_FC5_,npc,nsc,4.14398,91.3378,22.04108128
Scimp,nscBYnpc_FC5_,npc,nsc,0.210504,4.6383,22.03426063
Maf,nscBYnpc_FC5_,npc,nsc,6.9168,151.455,21.89668633
Gm47230,nscBYnpc_FC5_,npc,nsc,0.00700015,0.153064,21.86581716
Gm29408,nscBYnpc_FC5_,npc,nsc,0.538433,11.6533,21.64298994
Myo1g,nscBYnpc_FC5_,npc,nsc,0.136872,2.95029,21.55510258
Gpr31b,nscBYnpc_FC5_,npc,nsc,0.0762469,1.64232,21.53949866
Nlrp1b,nscBYnpc_FC5_,npc,nsc,0.0185436,0.398851,21.50882245
Klra9,nscBYnpc_FC5_,npc,nsc,0.03245,0.697579,21.4970416
Ebi3,nscBYnpc_FC5_,npc,nsc,3.17329,68.2085,21.49456873
Chp2,nscBYnpc_FC5_,npc,nsc,0.572761,12.2784,21.43721378
Olfr212,nscBYnpc_FC5_,npc,nsc,0.00278391,0.0595669,21.39684832
Aif1,nscBYnpc_FC5_,npc,nsc,22.93,488.821,21.31796773
Cd209a,nscBYnpc_FC5_,npc,nsc,12.2647,261.271,21.30268168
P2ry13,nscBYnpc_FC5_,npc,nsc,5.18638,110.295,21.26627821
Tnfrsf11a,nscBYnpc_FC5_,npc,nsc,0.327805,6.94189,21.1768887
Gm2245,nscBYnpc_FC5_,npc,nsc,0.0173581,0.366853,21.13439835
Mctp2,nscBYnpc_FC5_,npc,nsc,0.0244572,0.516862,21.13332679
Lyz1,nscBYnpc_FC5_,npc,nsc,0.0614062,1.29598,21.105035
Rpl27-ps2,nscBYnpc_FC5_,npc,nsc,0.0770754,1.62509,21.08441863
Cmklr1,nscBYnpc_FC5_,npc,nsc,0.553472,11.6254,21.00449526
Unc93b1,nscBYnpc_FC5_,npc,nsc,7.63916,160.428,21.0007383
Slc11a1,nscBYnpc_FC5_,npc,nsc,2.49403,52.1874,20.92492873
Slc10a6,nscBYnpc_FC5_,npc,nsc,0.550559,11.4946,20.87805303
Cd38,nscBYnpc_FC5_,npc,nsc,2.64424,55.0263,20.80987354
Inpp5d,nscBYnpc_FC5_,npc,nsc,2.12599,44.1996,20.79012601
Gm47445,nscBYnpc_FC5_,npc,nsc,0.104466,2.16614,20.73535887
Gm36638,nscBYnpc_FC5_,npc,nsc,0.0516005,1.06721,20.68216393
Casp1,nscBYnpc_FC5_,npc,nsc,1.03101,21.32,20.6787519
Nlrc4,nscBYnpc_FC5_,npc,nsc,0.164102,3.3911,20.66458666
Aoc3,nscBYnpc_FC5_,npc,nsc,0.00727432,0.150104,20.63478098
Gm5763,nscBYnpc_FC5_,npc,nsc,0.00518939,0.106934,20.6062755
Gm43009,nscBYnpc_FC5_,npc,nsc,0.00907547,0.186882,20.59199138
Gm43213,nscBYnpc_FC5_,npc,nsc,0.0105916,0.21797,20.57951584
Ikzf1,nscBYnpc_FC5_,npc,nsc,0.249769,5.13682,20.56628325
Gm47566,nscBYnpc_FC5_,npc,nsc,1.65599,33.9306,20.48961648
Cd55,nscBYnpc_FC5_,npc,nsc,1.07566,22.0338,20.48398193
Tagap,nscBYnpc_FC5_,npc,nsc,1.09096,22.2504,20.39524822
Gm10441,nscBYnpc_FC5_,npc,nsc,0.0295853,0.603203,20.38860515
Ptpn18,nscBYnpc_FC5_,npc,nsc,1.73764,35.382,20.36210032
Tgfbi,nscBYnpc_FC5_,npc,nsc,5.36737,109.181,20.34161982
Gpr65,nscBYnpc_FC5_,npc,nsc,1.89723,38.4311,20.25642647
Plxnd1,nscBYnpc_FC5_,npc,nsc,1.1397,22.9895,20.17153637
Cd80,nscBYnpc_FC5_,npc,nsc,0.130767,2.6371,20.16640284
Clec4a2,nscBYnpc_FC5_,npc,nsc,5.37363,108.351,20.16346492
Gm43759,nscBYnpc_FC5_,npc,nsc,0.00745063,0.149762,20.1005821
Slfn2,nscBYnpc_FC5_,npc,nsc,4.46465,89.5348,20.05415878
Gm45778,nscBYnpc_FC5_,npc,nsc,0.858257,17.1999,20.04050069
Gm16033,nscBYnpc_FC5_,npc,nsc,0.0404618,0.809669,20.01070145
Apoc2,nscBYnpc_FC5_,npc,nsc,0.289147,5.77513,19.97298952
Gm4951,nscBYnpc_FC5_,npc,nsc,0.867304,17.111,19.72895317
Gm35725,nscBYnpc_FC5_,npc,nsc,0.0393411,0.775058,19.7009743
Gm8707,nscBYnpc_FC5_,npc,nsc,0.00428131,0.0842973,19.68960435
Siglec1,nscBYnpc_FC5_,npc,nsc,0.305149,5.99153,19.63476859
4933432K03Rik,nscBYnpc_FC5_,npc,nsc,0.00755106,0.148033,19.60426748
Trim63,nscBYnpc_FC5_,npc,nsc,0.0180217,0.352838,19.57850813
Gm10134,nscBYnpc_FC5_,npc,nsc,3.01251,58.9494,19.5682006
Tifab,nscBYnpc_FC5_,npc,nsc,0.505495,9.88622,19.55750304
Gm31243,nscBYnpc_FC5_,npc,nsc,0.0490297,0.956612,19.5108679
Card9,nscBYnpc_FC5_,npc,nsc,0.191566,3.72754,19.4582546
Plcb2,nscBYnpc_FC5_,npc,nsc,0.0128281,0.248735,19.38985508
Tmem106a,nscBYnpc_FC5_,npc,nsc,8.23555,159.383,19.35304867
Gm26473,nscBYnpc_FC5_,npc,nsc,38.5758,745.474,19.32491355
Dock2,nscBYnpc_FC5_,npc,nsc,0.356229,6.88284,19.32139158
Spic,nscBYnpc_FC5_,npc,nsc,0.508298,9.80994,19.2995841
Slco2b1,nscBYnpc_FC5_,npc,nsc,4.04276,77.8337,19.25261455
Gpr183,nscBYnpc_FC5_,npc,nsc,4.30904,82.9093,19.24078217
Gm13919,nscBYnpc_FC5_,npc,nsc,0.0607006,1.16382,19.17312185
Myo1f,nscBYnpc_FC5_,npc,nsc,0.894777,17.1543,19.17159247
Ms4a6c,nscBYnpc_FC5_,npc,nsc,6.71385,128.548,19.14668931
Lyz2,nscBYnpc_FC5_,npc,nsc,127.973,2428.8,18.97900338
Egfros,nscBYnpc_FC5_,npc,nsc,0.0173416,0.32806,18.91751626
Mettl21c,nscBYnpc_FC5_,npc,nsc,0.00209509,0.039617,18.90945019
Mnda,nscBYnpc_FC5_,npc,nsc,0.148957,2.81303,18.88484596
Gm11412,nscBYnpc_FC5_,npc,nsc,0.0391003,0.737241,18.85512387
Ncf1,nscBYnpc_FC5_,npc,nsc,0.916422,17.2762,18.85179535
Igfbp4,nscBYnpc_FC5_,npc,nsc,1.03101,19.4018,18.81824619
Gbp8,nscBYnpc_FC5_,npc,nsc,0.106196,1.98698,18.71049757
Epor,nscBYnpc_FC5_,npc,nsc,0.566486,10.5673,18.65412384
Rac2,nscBYnpc_FC5_,npc,nsc,15.4622,288.078,18.6311133
AC161537.1,nscBYnpc_FC5_,npc,nsc,0.0194456,0.362188,18.62570453
Arhgap30,nscBYnpc_FC5_,npc,nsc,0.283419,5.26277,18.568868
Tnfaip8l2,nscBYnpc_FC5_,npc,nsc,8.03398,148.915,18.53564485
Gm20531,nscBYnpc_FC5_,npc,nsc,0.258172,4.78163,18.52110221
Nckap1l,nscBYnpc_FC5_,npc,nsc,1.15168,21.2565,18.45694985
Gm42866,nscBYnpc_FC5_,npc,nsc,0.00541188,0.0997979,18.44052344
Mir8115,nscBYnpc_FC5_,npc,nsc,1.43133,26.3731,18.42559019
Gm9939,nscBYnpc_FC5_,npc,nsc,0.0104182,0.19152,18.38321399
Zfp36,nscBYnpc_FC5_,npc,nsc,32.6245,599.658,18.38060353
Esrrg,nscBYnpc_FC5_,npc,nsc,0.00506913,0.0930132,18.34894745
Gm37589,nscBYnpc_FC5_,npc,nsc,0.00543949,0.0994747,18.28750489
Csf2rb,nscBYnpc_FC5_,npc,nsc,0.346853,6.31791,18.21494985
Gm44710,nscBYnpc_FC5_,npc,nsc,0.10556,1.92071,18.19543388
Gm33858,nscBYnpc_FC5_,npc,nsc,0.0156513,0.283483,18.11242517
Gm37522,nscBYnpc_FC5_,npc,nsc,0.0228182,0.412438,18.07495771
Tnfrsf26,nscBYnpc_FC5_,npc,nsc,0.0856027,1.54409,18.03786563
Tyrobp,nscBYnpc_FC5_,npc,nsc,83.4643,1500.16,17.97367258
Hist1h2ab,nscBYnpc_FC5_,npc,nsc,0.0555487,0.997237,17.95248134
Ccl2,nscBYnpc_FC5_,npc,nsc,49.5074,886.638,17.90920145
Ncf4,nscBYnpc_FC5_,npc,nsc,1.22315,21.8698,17.87990026
Abcc3,nscBYnpc_FC5_,npc,nsc,0.7315,13.0136,17.79029392
Gm28578,nscBYnpc_FC5_,npc,nsc,0.015052,0.267458,17.76893436
Il4ra,nscBYnpc_FC5_,npc,nsc,2.03109,35.9253,17.68769478
4930433N12Rik,nscBYnpc_FC5_,npc,nsc,0.00745644,0.131861,17.68417636
Lilra5,nscBYnpc_FC5_,npc,nsc,0.669277,11.826,17.66981384
Pdxk-ps,nscBYnpc_FC5_,npc,nsc,0.0166284,0.292582,17.59531885
I830077J02Rik,nscBYnpc_FC5_,npc,nsc,0.297464,5.21843,17.54306403
Gm43417,nscBYnpc_FC5_,npc,nsc,0.0135888,0.23813,17.52399034
3830403N18Rik,nscBYnpc_FC5_,npc,nsc,0.240816,4.20978,17.48131353
Ccl7,nscBYnpc_FC5_,npc,nsc,53.1126,925.325,17.42194884
Siglece,nscBYnpc_FC5_,npc,nsc,2.32569,40.3317,17.34182114
Gm14232,nscBYnpc_FC5_,npc,nsc,0.0330221,0.571916,17.31918927
Gm3488,nscBYnpc_FC5_,npc,nsc,0.011394,0.19677,17.26961559
Tnfrsf13b,nscBYnpc_FC5_,npc,nsc,0.535,9.23767,17.2666729
Slc37a2,nscBYnpc_FC5_,npc,nsc,0.879978,15.1716,17.24088557
Gm27937,nscBYnpc_FC5_,npc,nsc,17.9717,309.787,17.23749005
Btk,nscBYnpc_FC5_,npc,nsc,0.537045,9.21416,17.15714698
Ang,nscBYnpc_FC5_,npc,nsc,5.75729,98.6624,17.13695159
Gm8774,nscBYnpc_FC5_,npc,nsc,0.0141817,0.242508,17.10006558
Nfkbid,nscBYnpc_FC5_,npc,nsc,0.89249,15.2325,17.06741812
Gm47415,nscBYnpc_FC5_,npc,nsc,0.00297986,0.0507191,17.02063184
Gm46411,nscBYnpc_FC5_,npc,nsc,0.0245108,0.416754,17.0028722
Gm38009,nscBYnpc_FC5_,npc,nsc,0.0214532,0.363884,16.96175862
Gm43495,nscBYnpc_FC5_,npc,nsc,0.253105,4.28961,16.9479465
Trim30a,nscBYnpc_FC5_,npc,nsc,0.840978,14.2446,16.93813631
F630042J09Rik,nscBYnpc_FC5_,npc,nsc,0.0132766,0.224545,16.91283913
Elf4,nscBYnpc_FC5_,npc,nsc,0.0609521,1.02679,16.84585109
Cd37,nscBYnpc_FC5_,npc,nsc,3.256,54.7484,16.81461916
Lpxn,nscBYnpc_FC5_,npc,nsc,1.78133,29.9173,16.79492289
4930517O19Rik,nscBYnpc_FC5_,npc,nsc,0.0216732,0.363848,16.78792241
Cd300ld2,nscBYnpc_FC5_,npc,nsc,0.0564926,0.945588,16.73826306
Il10ra,nscBYnpc_FC5_,npc,nsc,1.53513,25.6441,16.70483933
Nrap,nscBYnpc_FC5_,npc,nsc,0.0636868,1.06077,16.65604175
BC049730,nscBYnpc_FC5_,npc,nsc,0.0162775,0.270999,16.64868684
Lrmp,nscBYnpc_FC5_,npc,nsc,0.61737,10.2746,16.64253203
AI662270,nscBYnpc_FC5_,npc,nsc,0.828921,13.7804,16.62450342
Stac,nscBYnpc_FC5_,npc,nsc,0.0125839,0.209176,16.62250971
Pirb,nscBYnpc_FC5_,npc,nsc,0.648116,10.7688,16.61554413
Def6,nscBYnpc_FC5_,npc,nsc,0.0591593,0.981817,16.59615648
Blnk,nscBYnpc_FC5_,npc,nsc,1.29199,21.4342,16.59006649
Gm9333,nscBYnpc_FC5_,npc,nsc,0.00703621,0.116483,16.55479299
Gm5540,nscBYnpc_FC5_,npc,nsc,0.0120681,0.199691,16.54701237
Asgr2,nscBYnpc_FC5_,npc,nsc,0.372667,6.1571,16.52172046
Susd1,nscBYnpc_FC5_,npc,nsc,1.56563,25.6995,16.41479788
Ms4a6b,nscBYnpc_FC5_,npc,nsc,10.6579,174.741,16.39544376
Fyb,nscBYnpc_FC5_,npc,nsc,5.69227,93.2198,16.37655979
C2,nscBYnpc_FC5_,npc,nsc,2.6204,42.8013,16.33388032
Gm1966,nscBYnpc_FC5_,npc,nsc,0.0673707,1.10026,16.33143191
Cyth4,nscBYnpc_FC5_,npc,nsc,6.22803,101.231,16.2540964
Ildr1,nscBYnpc_FC5_,npc,nsc,0.0306961,0.498698,16.24629839
Hpn,nscBYnpc_FC5_,npc,nsc,0.201803,3.27534,16.2303831
Gvin1,nscBYnpc_FC5_,npc,nsc,0.00115171,0.0186742,16.21432479
Rims4,nscBYnpc_FC5_,npc,nsc,0.00494965,0.0799958,16.16191044
Gm9568,nscBYnpc_FC5_,npc,nsc,0.00857691,0.138592,16.15873316
Gm15270,nscBYnpc_FC5_,npc,nsc,0.04233,0.683959,16.15778408
Klrk1,nscBYnpc_FC5_,npc,nsc,0.0489704,0.789232,16.1165112
Wfdc17,nscBYnpc_FC5_,npc,nsc,12.8681,207.364,16.11457791
Atf3,nscBYnpc_FC5_,npc,nsc,4.73501,76.1949,16.09181396
Fli1,nscBYnpc_FC5_,npc,nsc,2.47016,39.698,16.07102374
AC160962.1,nscBYnpc_FC5_,npc,nsc,1.06573,17.1265,16.0702054
Hepacam2,nscBYnpc_FC5_,npc,nsc,0.122326,1.96414,16.05660285
4930599N23Rik,nscBYnpc_FC5_,npc,nsc,0.0147303,0.235082,15.95907755
A630001O12Rik,nscBYnpc_FC5_,npc,nsc,0.023843,0.379621,15.9216961
Gm4118,nscBYnpc_FC5_,npc,nsc,0.0150898,0.238981,15.8372543
Gm45853,nscBYnpc_FC5_,npc,nsc,0.0206404,0.326764,15.83128234
Gm8093,nscBYnpc_FC5_,npc,nsc,0.0446763,0.706924,15.82324409
Serpinb8,nscBYnpc_FC5_,npc,nsc,2.5361,39.9467,15.75123221
Alox5,nscBYnpc_FC5_,npc,nsc,0.981105,15.4491,15.74663262
Gm12354,nscBYnpc_FC5_,npc,nsc,0.0319449,0.502575,15.73255825
Cd300ld3,nscBYnpc_FC5_,npc,nsc,0.0413978,0.647445,15.63959921
Ptgs1,nscBYnpc_FC5_,npc,nsc,3.64563,56.5087,15.50039362
Ccl12,nscBYnpc_FC5_,npc,nsc,34.4433,533.759,15.49674392
Rspo4os,nscBYnpc_FC5_,npc,nsc,0.0146234,0.226108,15.46206765
Pla2g15,nscBYnpc_FC5_,npc,nsc,4.59994,70.9122,15.41589673
Lilrb4,nscBYnpc_FC5_,npc,nsc,1.8297,28.1664,15.39399902
Gm15448,nscBYnpc_FC5_,npc,nsc,0.00946446,0.145661,15.39031281
Igsf6,nscBYnpc_FC5_,npc,nsc,2.56051,39.1257,15.28043241
Gm4070,nscBYnpc_FC5_,npc,nsc,0.00436907,0.0665796,15.23884946
Gm43533,nscBYnpc_FC5_,npc,nsc,0.015089,0.22978,15.22831202
Gm30411,nscBYnpc_FC5_,npc,nsc,0.0862835,1.31077,15.19143289
Ctss,nscBYnpc_FC5_,npc,nsc,47.4604,720.275,15.17633648
Gm37824,nscBYnpc_FC5_,npc,nsc,0.0113266,0.171602,15.15035403
Ptgs2,nscBYnpc_FC5_,npc,nsc,0.0638504,0.966371,15.13492476
Dok2,nscBYnpc_FC5_,npc,nsc,2.48296,37.5734,15.13250314
Gm13657,nscBYnpc_FC5_,npc,nsc,0.00453179,0.0684222,15.09827243
Snord118,nscBYnpc_FC5_,npc,nsc,2.26361,34.048,15.04146032
Qprt,nscBYnpc_FC5_,npc,nsc,0.0972931,1.46289,15.03590697
Gm34084,nscBYnpc_FC5_,npc,nsc,0.069852,1.04763,14.9978526
E030013I19Rik,nscBYnpc_FC5_,npc,nsc,0.00696771,0.104101,14.94048977
4930401O10Rik,nscBYnpc_FC5_,npc,nsc,0.0135537,0.202323,14.92751057
