GSM1294118	GSM1294119	GSM1294120	GSM1294121	GSM1294122	GSM1294123	GSM1294124	GSM1294125	GSM1294126	GSM1294127	GSM1294128	GSM1294129	GSM1294130
A_23_P51718	NA	NA	3.910255841	4.461713861	4.353529376	3.405612581	3.925207617	4.126188211	1.827354036	3.459460472	3.918846068	3.993247739	3.297772194
A_23_P51729	11.49237598	9.26321661	11.36820632	11.39773185	10.87488609	11.5727618	11.29962188	11.26812556	10.11036063	9.566818198	10.08277177	10.21565433	9.754261029
A_23_P51754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P51781	6.032974926	4.680041867	6.895223843	6.980710829	6.407785257	6.048217655	6.693636098	6.169014614	4.695988804	5.570335111	6.05151023	6.48664391	5.921629128
A_23_P51856	5.525037768	5.066396646	5.594484953	6.237822958	5.277696179	5.160514454	5.801485916	5.506966835	4.263759328	3.2921075	4.792568034	4.803212051	3.591339525
A_23_P51884	6.673084305	5.624578789	8.178592652	8.898585668	8.725267405	7.61496303	7.642786756	8.048131538	6.963733046	7.194623904	7.297811363	7.957106105	7.764882867
A_23_P51906	11.63475752	11.08546781	12.87254195	12.06278282	12.225246	NA	12.59057138	12.04298489	10.29361074	11.85095058	11.64426369	12.06481113	11.07837967
A_23_P51926	6.456431302	3.020252026	6.727280627	7.730153542	7.219346668	5.715131198	6.43475081	6.542056801	5.965803674	5.999378831	6.4370719	5.584040986	5.640430631
A_23_P51958	7.323121431	6.426410023	8.890279783	8.347807368	8.768851582	8.604816726	8.614305318	8.903238664	7.719625657	8.082940975	8.08945207	8.487467055	7.486604172
A_23_P51986	7.029666005	6.981408591	7.998249107	7.719930885	7.265496907	7.966627149	8.283709759	7.704048874	6.500468264	7.195132005	8.105647176	7.6739747	6.489992905
A_23_P51996	9.150195606	8.972223932	9.169417214	9.598630765	8.637604088	NA	9.654768657	9.566882684	7.86395579	8.056762879	8.349531591	8.767290305	7.249493696
A_23_P5200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P52031	8.242632038	7.502700554	9.550804684	9.879416457	9.497821307	9.09132642	10.1683675	9.059510219	8.276429201	8.785062356	8.932074167	9.515211959	8.809465252
A_23_P52058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P52101	8.16887165	8.162009581	10.80696119	9.37942234	9.836242439	10.09782804	9.862602336	9.46758558	8.172740017	9.923966231	9.99947721	10.96280782	8.454267211
A_23_P52121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P52127	8.12101851	7.53988463	9.753950114	8.975508673	8.817170746	8.64298923	9.673780061	8.319509555	7.302897512	8.193594845	8.52505406	9.439396868	9.150869343
A_23_P52147	8.824490703	8.736700587	10.50029417	9.832436886	9.136682296	9.905299147	9.867444934	9.691276618	7.818425597	9.288077508	9.441738467	10.09522821	8.828059665
A_23_P52189	7.51089706	8.055735783	8.659156781	8.829029124	8.099299413	NA	8.763606439	8.070692004	6.430343823	8.534524669	7.924339246	8.270711604	7.600823535
A_23_P52207	9.956685864	8.273105551	9.678646262	10.25056964	9.753361847	9.690379554	10.58916424	10.24894511	8.671877863	8.256975248	9.385499201	9.906165459	7.272291989
A_23_P5221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P52227	5.036325294	4.519632479	5.100244344	7.676303379	5.178112662	6.428433541	6.625468788	5.804338083	6.204474896	4.082308315	3.997247238	5.16641579	4.510841057
A_23_P52266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P52286	6.46282419	6.720045842	9.771958352	8.462499819	8.423759253	8.480240075	8.683597511	8.258385126	6.128034958	8.595834444	8.809898649	10.03740968	7.499696827
A_23_P52298	NA	5.45645693	7.016163108	6.48641319	6.87021551	5.873838539	6.721661115	6.84371256	4.720571791	6.389476985	6.010639769	6.601816835	7.124667261
A_23_P52336	10.2313664	6.731860704	10.49265437	10.73772394	9.50936549	10.29293471	NA	10.41880872	9.723644905	7.68788443	8.48437139	9.47337517	8.480776471
A_23_P52373	5.943533181	4.054918787	7.006790584	7.482522414	6.739850802	6.459652432	6.724661185	6.57453298	5.87704506	5.958576146	5.641296021	5.956095694	5.710080703
A_23_P52382	5.971311784	3.351313129	6.209952179	5.605625891	5.611526222	5.947552784	6.175995177	5.83729136	4.817103384	4.601719096	5.229811692	5.149911699	4.810833802
A_23_P52402	5.296330386	5.193391311	7.927911857	7.354575577	6.483261482	7.329343393	7.644143979	6.842427034	5.128135824	7.618714385	7.432007315	8.144848381	6.327606534
A_23_P52499	2.868428582	3.394409873	8.089816438	2.145194846	5.736929797	6.541129768	6.961534199	NA	2.626486097	6.346660344	6.626094338	8.608886845	4.406804668
A_23_P52552	6.603054791	6.230653017	7.47537028	10.1702681	7.701465193	7.14680183	7.569584508	8.449515567	4.051349478	8.987043967	6.77804821	6.864848518	5.968803857
A_23_P52556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P52569	6.44672106	4.698331289	7.373634292	7.766687911	7.480008168	7.636117776	7.753870578	7.5072	6.078850605	6.016863544	6.637415928	7.014987896	7.277655641
A_23_P52589	6.48886298	6.098874287	8.279683004	7.511577148	7.95217687	7.939335904	7.87579419	7.69557561	6.361557483	7.317979631	7.176702747	7.926605555	8.060895302
A_23_P52597	8.236818814	6.869512415	8.984722347	9.074138786	9.93464992	9.497917485	9.606089618	9.265515191	8.848724958	6.453966253	9.031530288	8.218930795	7.133541949
A_23_P52610	7.699876402	5.997237752	8.035870202	8.506824458	8.385443117	7.815244304	8.658860549	7.767383341	6.818036311	5.89930713	7.240684497	7.435353562	8.169369357
A_23_P52639	11.30044694	8.163164084	13.07355868	12.87726342	12.62332734	12.22248551	12.77210855	12.25440006	11.02175107	11.89597963	11.45501584	12.4232743	11.4303386
A_23_P52647	9.842370302	NA	10.67149861	10.6162566	10.81381245	10.60704267	10.80196455	10.32071256	10.06496232	9.480452355	9.454089712	10.04252259	9.852846883
A_23_P52657	6.635326916	5.80140081	7.39474306	8.749101797	8.329858215	7.646806368	8.184681979	7.379976117	7.527913267	5.521841615	6.795998064	6.31245934	7.110047891
A_23_P5266	8.063806528	6.70827002	9.551639441	9.764084195	9.452715264	9.223853537	9.754283915	9.299534992	7.768669994	8.238055966	8.528626013	9.249394377	8.487916788
A_23_P52697	6.7830624	6.020613984	7.438880823	7.528562724	8.237734829	6.617035566	7.099473005	7.390598906	6.913936556	6.34572103	6.749074302	7.309186194	5.97808692
A_23_P52727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P5273	3.754219433	NA	NA	4.26551491	3.36677681	3.103444429	4.534092115	3.291296039	3.657519966	4.123505631	3.446231082	3.726184911	4.163394069
A_23_P52738	6.540374351	5.416303697	7.535149378	7.80619128	7.485636937	7.302814367	7.372394095	7.300199702	5.967629292	6.70469217	6.390555057	6.847839103	6.176525837
A_23_P52793	5.925059462	5.711693677	6.199469764	7.127790086	6.107486179	5.946643145	6.67820856	6.518921096	5.773972069	5.030074268	5.600813873	5.303176881	3.783262815
A_23_P52797	10.50799676	10.38553997	10.60803946	13.69234851	9.637551925	9.484710132	9.342257828	9.544393036	11.91082933	9.548243752	10.14182232	11.04501424	9.558469504
A_23_P5281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P52826	8.61049116	7.230741963	9.329414035	9.105493445	8.578125459	8.907213964	9.439987297	8.933733729	7.876483181	8.107835353	8.431455399	8.722251175	8.705569495
A_23_P52846	5.175516617	3.673926095	4.82044756	7.219209186	5.953211218	5.320401277	5.527037171	4.084149327	4.493681915	2.827938296	4.429085651	3.829346254	5.348620523
A_23_P52885	4.96872761	4.100473121	NA	7.538326307	6.704701851	NA	5.744772765	5.541545814	4.221938932	3.968610582	5.072574472	4.968204135	4.035457638
A_23_P52888	5.64648066	NA	7.301514486	5.291365962	6.512795602	6.664076029	6.292851122	5.411585218	5.436712208	3.541973198	5.078157641	5.145151224	4.59000791
A_23_P52939	4.355346867	3.599721263	5.095956901	5.922572986	5.292535881	5.014031186	5.399179641	5.526757747	4.949315944	3.621975655	4.222974534	4.680718737	4.7862095
A_23_P52986	6.86294353	6.623479747	8.089253959	7.124314692	7.887168208	8.164781251	8.099028988	7.3833345	6.284299245	6.400607433	7.329900361	7.551885872	8.116620516
A_23_P5300	4.485203894	4.390539683	4.212008009	5.52447809	6.615001622	3.917582486	5.104772862	5.273611072	2.64893315	3.070825477	5.408920145	5.689827605	2.313679659
A_23_P53018	4.574291674	4.628402085	5.248239557	6.904850144	6.247201427	4.305531373	5.421226329	5.619609915	4.369065098	3.983283681	4.641627525	5.866830848	3.582066993
A_23_P53081	9.111285411	7.998693093	10.09343737	9.915593649	9.601951439	9.950189308	9.73419036	9.453867552	9.014768692	8.608499533	8.764111903	9.228812439	9.514258789
A_23_P53110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P53126	10.46006911	8.39192009	9.273512137	10.16040461	10.28661308	9.049377283	9.87890962	9.839936164	8.943390442	9.818321606	9.566590039	9.081188851	8.836705614
A_23_P53137	5.509111141	1.67753147	4.643348849	3.018839153	3.559413693	3.983828841	3.578644817	9.120038323	1.268841573	3.717834323	4.108916231	1.808750775	3.79577048
A_23_P53152	6.07752651	4.783483895	7.445107573	7.281529493	6.685736957	6.501533729	7.117824888	6.724276454	4.846404555	6.443563058	6.492827708	7.054968914	5.822582557
A_23_P53162	4.929572305	4.093257611	NA	6.367180057	6.284429366	5.514162036	6.176599037	NA	4.633641612	4.73903906	4.984654967	5.118088489	3.695164248
A_23_P53176	4.913010494	4.15111845	5.70935185	6.674470538	6.447304946	6.207026428	6.780184094	6.295075172	5.572905126	5.162701085	4.713561656	5.61931851	5.205713111
A_23_P53193	7.776331695	6.176362869	8.623697896	8.116459372	8.293144678	7.77755714	8.40650946	7.466831014	5.472963068	6.582813239	6.957138036	7.425616235	5.543363795
A_23_P53198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P53211	8.468305536	5.503232641	8.62410382	10.01118951	9.330906797	8.074768725	9.300150958	8.499573264	7.150652076	6.237249356	6.696934153	6.65943083	7.757223311
A_23_P53217	7.495727936	6.768196237	8.262948931	8.932700786	8.158452157	8.050637189	8.760888571	8.334198634	6.984367187	7.574767586	7.28491939	8.044301216	6.451327017
A_23_P53247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P5325	6.613160323	5.658386881	8.103031248	7.618173304	7.151895338	7.20463961	8.082589768	7.430442515	5.463177431	7.265983467	7.260582748	7.639701744	6.91768714
A_23_P53257	4.283442522	4.026684108	5.067092268	6.401420047	5.212205117	4.925684269	6.124658577	5.851237075	4.307022619	5.087585889	5.010154118	3.970109113	3.635443302
A_23_P53267	9.137111033	9.723312642	10.1348139	10.03369142	9.639593769	9.707500461	10.27272075	9.570941397	8.338704743	9.705133664	9.825288598	10.34416717	8.826222096
A_23_P53276	6.707426778	5.297011986	7.957216988	7.900287803	7.357626777	7.395709776	7.500784529	7.471128919	5.725138817	6.557675064	6.933985654	7.133141185	6.962157989
A_23_P53288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P53298	9.655988592	7.586414984	10.47150554	10.03206088	10.25737959	10.26340654	10.73320518	10.04693436	8.639281733	9.477949871	9.392594557	9.27397808	10.0379834
A_23_P53324	3.888249361	2.607418382	6.081587399	4.956592451	5.161184701	5.187087167	5.747922805	5.523969617	3.353337407	4.222840875	4.253141396	5.129289612	5.373384424
A_23_P53363	4.562047609	2.3424458	5.479750844	5.739603223	5.156103711	4.252994613	5.952775021	4.527094113	3.164804296	5.048052611	4.68073505	5.057276965	3.766960824
A_23_P5339	6.178323244	5.748038775	8.307419873	7.322112928	7.536077774	7.970238791	7.720361243	7.53463127	5.968633159	7.134701484	7.385582892	7.910492832	6.725687995
A_23_P53390	7.707895384	5.287806556	7.166281607	7.829711954	8.021691808	7.195969587	7.568118773	6.889427302	6.281639651	4.984217464	6.688858736	6.262480139	5.941235453
A_23_P53417	9.944506805	9.366833843	10.97935159	9.874897918	10.24277874	10.67609195	11.93815492	10.50592863	9.804140865	9.253288968	10.173852	10.72905647	10.24892495
A_23_P5342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P53439	7.874181575	5.900923066	9.831106583	8.632657923	9.24028809	9.120937149	9.642288752	8.948789173	7.2864136	8.788947645	8.435316054	9.084723896	8.66994092
A_23_P53458	3.271899076	NA	4.810416882	5.122244899	4.82796989	3.961948315	4.128957343	NA	1.826844978	4.743490194	4.262580487	5.442198077	2.916991528
A_23_P53476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P53530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P53541	8.555991727	7.368859999	9.305932456	8.904528354	8.703917066	8.841216487	9.221817161	8.543057734	8.078984421	8.314357561	8.492908282	8.446400988	8.062186487
A_23_P53546	6.632449123	NA	8.835820831	8.149901541	7.705554981	8.02563459	8.236056778	7.615104323	6.80442534	7.968597104	7.444238024	8.276592972	7.422756925
A_23_P53557	5.409216105	2.267733837	6.104938775	6.626559308	6.084372378	5.55658269	6.57928516	6.648540222	4.938569503	5.856140136	5.844607856	4.884339053	5.942526938
A_23_P53567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P53588	3.681482999	3.757940645	5.366461406	5.22441001	4.765155989	4.325744741	4.481410033	5.178677597	4.194453512	3.970821451	4.64098757	4.876084687	4.007557027
A_23_P5359	5.132093944	2.499363994	6.720272992	5.038508174	5.162026303	5.663321561	6.150478441	4.281030525	4.350239802	3.882876796	4.883249343	5.748249483	5.168148993
A_23_P53603	3.86652723	NA	5.538741455	5.954773971	5.166921472	NA	5.425504959	4.95365031	3.849780137	4.911258229	4.621151062	5.696460999	3.246982618
A_23_P53614	3.506458498	3.130987687	NA	5.448973282	4.803727139	4.469895091	4.682568803	4.17347447	3.257146883	3.834532233	4.3890016	4.701641648	2.919445539
A_23_P53630	10.06154671	9.629613987	11.09502839	11.40441035	11.24786048	10.96240081	10.93487103	10.50024337	9.675570381	10.75003614	10.53573903	10.52390299	10.27916598
A_23_P53646	11.36141966	10.57822738	11.5731127	11.97298266	NA	11.46689422	11.77223951	11.36502867	10.4781285	9.863513401	10.51921754	10.9323159	10.14653049
A_23_P53663	6.37899169	2.873106636	6.516908515	6.855137578	5.902231833	6.255125848	6.797769157	5.940522916	5.455817407	4.417118663	3.945097314	4.713203103	4.575871388
A_23_P53668	8.40548954	8.731233825	8.229377386	8.452083472	7.636335328	8.207122213	8.591508135	7.857984726	7.047523121	5.93906269	7.267644408	7.794771947	7.492912287
A_23_P5370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P53724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P53763	3.862998807	3.205196522	4.971368351	6.31374396	5.950085527	4.566883939	4.75607857	5.14886823	3.683460664	5.730865716	5.013801678	3.976195892	4.546119054
A_23_P53788	9.129065823	9.627068901	10.35300123	10.04595892	9.389092231	9.675586964	9.796457914	10.0906788	8.282500966	9.057725896	9.425017585	9.800578169	9.302395141
A_23_P53856	9.472882712	8.797951981	9.492160438	10.03744125	9.30783582	9.598988552	10.04039658	9.772921879	8.725548266	8.602932646	9.186520614	9.274748535	8.184370559
A_23_P53866	7.401923092	6.403069815	7.904232387	8.380439419	7.964652768	7.535700734	8.136279583	7.704777921	6.37284034	6.643743222	6.822053248	7.470280613	6.141807354
A_23_P5389	8.920460644	8.440990806	10.20773793	9.789670572	9.315361082	9.595845444	10.36384784	9.696499704	7.68044181	9.449771202	9.332671239	9.832913584	8.503639726
A_23_P5392	NA	4.222293748	NA	4.971813905	5.37873876	5.203241492	6.055351857	5.196845428	3.683407886	4.263690983	4.689586553	5.251157052	4.301135453
A_23_P53957	9.764499427	9.021990166	10.60912424	10.10798727	9.900442388	10.61586777	10.8560364	10.37773653	8.866684548	9.24254082	9.478874153	10.18099071	9.20863455
A_23_P53976	9.407811169	8.039919204	11.08980002	10.41447912	10.47935992	10.49995548	11.09904004	10.1923557	9.054648812	9.409534774	9.676593231	10.13971377	10.2397095
A_23_P54000	8.847918007	7.798133485	8.930163989	9.133196168	8.343282114	8.876263378	9.230691775	8.975765731	7.634851699	7.039946612	8.412523697	8.97700653	7.380697418
A_23_P54006	9.745029546	9.274686346	10.6310306	10.04726572	9.418294325	10.2245456	10.77512052	10.40034153	8.859908689	9.720399893	9.641756985	10.36701061	8.800967504
A_23_P54041	7.707139605	6.48848175	8.721251997	8.408224003	8.339401985	8.224098172	8.647717081	8.069741365	5.505874102	7.00415416	7.762874315	8.43617975	7.096062566
A_23_P5405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P54055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P54064	4.205154755	3.197451359	5.678386897	5.901340707	5.313724735	3.979351337	5.326709909	5.235021621	3.125197957	4.136673736	5.064002449	5.776281418	3.04835408
A_23_P54079	7.61247783	6.504216445	8.769041746	9.213471957	8.75904495	8.254043139	8.787460217	8.248806625	7.139317023	6.793349698	7.052387635	7.521390007	8.304815374
A_23_P54116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P54147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P5415	7.538420986	6.613953556	8.97693667	8.652565368	7.816847984	7.922448823	8.760419237	7.989480222	6.215333411	7.766485842	8.213355059	8.886848544	7.480860466
A_23_P54170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P54179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P5422	NA	3.683321417	5.399177589	5.012303172	4.816390813	4.529259373	5.352631069	4.611642183	3.067534434	3.902442167	4.75876474	4.077090858	6.059983378
A_23_P54223	3.344604123	NA	6.182198074	4.252779708	4.467792029	4.99109005	5.290715966	4.804208996	2.251935367	4.545316044	5.090039568	6.008918439	3.94016675
A_23_P54230	5.192322013	4.114769291	5.994693307	6.089419548	5.077158383	5.409186568	6.348297406	5.095027308	4.135694923	5.11140154	5.093203515	5.921894241	4.951525785
A_23_P54267	7.029806228	8.838576804	10.33766761	8.816446751	8.670275257	9.298178758	9.369773556	9.172154446	7.32387532	9.429450262	9.363333836	10.13662078	7.542805922
A_23_P54283	12.32907958	8.867191928	13.73674438	12.89688504	12.41901158	12.75240448	13.08311994	11.35823306	11.17282751	10.57497946	10.95567679	11.41144002	11.83147589
A_23_P54297	9.309808056	9.369507489	10.34570573	10.97049061	9.937129991	9.895166726	10.43974779	10.31778342	8.431250622	9.390860037	9.408696578	10.16860694	8.645352931
A_23_P54340	5.652763821	6.349957373	7.434125282	7.80650709	6.886939057	6.552255786	7.749673033	4.450697256	5.017127762	5.905409149	5.778814654	7.293147897	5.331202521
A_23_P5435	4.597954207	3.869555597	4.932884645	5.907419246	5.646377259	4.490935892	5.31298893	5.205446863	3.763357393	2.459320133	4.347091582	4.065965156	4.390844435
A_23_P54376	10.76444784	9.973127637	12.57066832	11.22574729	11.59104121	12.09191863	11.89556014	11.84611952	10.54137641	11.07502046	11.1941086	11.79961392	11.34890682
A_23_P5441	8.258150949	8.542256502	10.58312509	9.847846618	9.467985328	9.814729051	9.917717718	9.823272172	8.200522499	9.488139794	9.348903834	10.38893967	9.489965137
A_23_P54441	9.322485679	7.928727991	11.04753021	10.61091964	10.07063351	10.39477028	10.55500798	9.937017553	9.247852292	9.871618826	9.803240762	10.44347819	9.663786854
A_23_P54447	5.914252368	6.103597928	5.970217965	6.774188777	5.962736172	5.896511632	6.195705471	6.294426845	5.177846453	4.490056624	5.0008203	5.386998512	3.183947913
A_23_P54477	9.441623738	8.29126465	10.89405606	11.00279884	10.76580572	10.59188695	10.62985201	10.46553273	8.846120308	10.57234969	9.935870751	10.79498032	9.258783187
A_23_P54488	9.178581947	7.480239267	8.142518614	9.062748825	8.702307423	9.457957637	10.31187657	8.660562516	9.629803568	7.799477854	8.646442426	7.556601082	8.556445127
A_23_P54517	9.745561727	8.113389001	9.734764482	10.58670189	9.716310013	9.899032091	10.1839033	10.10980846	9.503039991	8.22757792	8.931232735	9.122196953	8.688549309
A_23_P54540	6.208249968	5.635777024	7.771023242	7.550662145	7.200589686	7.111040705	7.562122576	6.660025852	5.320615367	5.703364036	6.708864548	6.964819087	5.682878883
A_23_P54556	8.044439476	6.809755269	7.578971913	9.619566707	8.060577593	8.080595311	8.504276361	8.181593572	7.881645044	7.696281822	7.785746699	7.930609027	7.341964405
A_23_P54573	11.83036546	6.668550325	12.90936979	11.92680226	11.74490572	12.24590383	12.34465765	13.00894118	11.88604785	8.808367352	10.92065953	11.53937404	11.8037816
A_23_P54597	8.104481866	7.911318278	9.380530547	8.962160304	8.83327911	8.71702655	8.806207717	8.648123136	7.3108863	7.9196994	8.31123471	8.392741152	7.306890146
A_23_P54605	7.213674865	5.92717374	8.065431753	7.579688539	7.305904876	7.866170497	8.017370773	7.019040231	6.442832387	6.034403481	6.675410892	6.713441506	6.856282341
A_23_P54622	5.426678044	4.406795826	6.447448938	5.638534383	5.44741257	5.884460922	6.793218322	5.921853549	4.426360708	4.105231357	5.341928835	5.378477289	5.490114403
A_23_P54626	5.770827196	4.385216343	7.412676537	7.082982476	6.348841264	6.340407381	7.148631139	6.728408983	4.691711699	6.870769111	6.409146336	7.086842137	6.181271346
A_23_P54636	8.442896234	7.199709639	NA	10.03617911	10.49727105	10.03869406	9.985104751	9.697784764	8.050929893	9.677137514	9.662274762	10.28375281	8.397266043
A_23_P5464	6.832410302	5.206568603	6.696358337	7.13845203	6.766465303	6.632222258	6.784305049	7.109997762	5.62055826	5.755658337	6.019646545	6.225388118	5.299273969
A_23_P54649	8.378019081	6.245055402	9.176149956	9.875804478	9.005096774	9.027460129	9.22487764	9.331122515	8.107049122	7.838515666	8.199667928	8.785328219	8.37689115
A_23_P54709	4.969528122	4.48273214	7.7722697	6.419500633	6.396703069	7.145317755	7.310958078	6.966065871	4.557328597	5.844219669	7.014040562	7.767640234	5.787103829
A_23_P54728	8.552885005	6.649457386	9.943720499	9.427998302	9.617660669	9.48710383	9.701729244	9.487536996	8.163818714	8.957820017	8.772612486	9.17170473	8.841263355
A_23_P54736	3.708325207	5.849960991	4.901940401	6.732008644	5.572625352	3.86463981	4.670382058	5.424526771	4.684227403	3.535909867	3.490784465	5.199484292	6.662958843
A_23_P54758	7.96875318	5.878686846	8.834911218	8.560862044	8.143514849	8.235575335	8.327677485	8.244340523	7.362343639	6.475622874	7.011025935	7.363657326	7.337298095
A_23_P54770	4.211378274	2.227195496	5.29515509	5.163481423	4.836701788	3.885421106	4.578043844	4.353028228	3.114807929	3.710004086	4.264937958	3.504180526	4.732559555
A_23_P54781	7.801119199	5.327176798	8.557019432	8.09450106	7.655512119	8.201729907	8.548458203	8.140592582	7.338462746	5.350456229	6.268985255	5.929266695	6.406776612
A_23_P5479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P54809	4.691318079	4.232607806	4.88265821	5.307655841	4.628557233	3.806389024	5.140670286	5.262698865	4.384952591	4.141035439	3.671313756	4.163878678	3.094658174
A_23_P54816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P54834	5.908843164	4.051969765	7.308600239	6.819641363	6.348207982	6.37862745	6.92071847	6.665003277	4.676489709	6.120895586	6.4741946	7.022789462	5.254097389
A_23_P54840	12.94172917	11.30059108	NA	14.66557631	14.18322984	13.62854693	14.19385412	14.00321922	13.50106215	13.50736975	12.44601864	12.80508927	13.82645712
A_23_P54846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P54891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P54900	6.828752157	5.981709061	7.933063286	8.020706648	7.470811777	7.07055892	7.919039688	7.433003656	5.855686281	6.399628103	6.645602236	7.059353114	6.739190587
A_23_P54918	7.796232388	6.508689309	9.63965255	9.093284711	9.401742021	9.445195327	9.276173037	9.033673799	8.245812225	8.393828455	8.648623265	9.235520768	7.981810993
A_23_P54929	6.113722791	5.610162317	7.824350358	8.44485877	7.289144668	6.821369652	7.717732622	7.134298988	5.156999232	7.331827012	7.204755015	8.258273932	5.910171398
A_23_P54953	6.218056539	4.464576789	6.92683205	7.420085697	6.906576775	6.554017493	7.446572198	5.534115777	5.149926734	5.847741156	5.839640437	6.554766262	6.42610001
A_23_P54956	9.46937177	8.576352448	10.78982867	10.07082132	10.67952232	10.70080295	10.9485461	10.65402374	9.541626926	10.58377949	10.20213852	11.09361035	11.20449289
A_23_P54963	5.856533345	3.556771501	7.526122035	6.721353518	6.168237264	6.631313278	7.30983829	7.012404417	5.263258682	6.767080042	6.737174319	7.43234563	5.847113486
A_23_P54968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P54991	7.183312817	5.644623788	9.504289472	8.194983335	8.359388951	8.802962837	8.919543588	8.405268279	6.521489574	8.027667739	8.209096059	9.378868135	7.225981488
A_23_P550	3.884247217	2.579769563	4.481897572	5.349710622	4.766200778	4.067087965	4.698035629	3.838788434	3.316687665	3.427359445	4.007051943	3.706437722	2.842577636
A_23_P55011	10.1328814	8.62896857	11.0130302	11.40172432	10.86112957	10.97393696	10.50553271	10.89995654	9.903709405	9.186182843	9.953678185	10.42367166	9.524196524
A_23_P55073	6.174485918	5.881167078	NA	7.238615873	6.365361847	5.63517743	6.788461251	6.550558569	4.578539653	6.110981218	6.462502273	6.556575486	4.419994549
A_23_P55076	9.818139555	NA	11.13014516	10.40894957	10.63506237	10.78656859	10.74367653	10.2942899	9.733166025	10.2687759	10.22386053	10.8605392	10.28465178
A_23_P55091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P55099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P55107	9.139602255	8.69627278	9.094013799	9.494319198	9.074524435	9.717001523	10.02725221	9.577396537	8.432859634	8.462913653	8.317716497	8.732677919	8.692356752
A_23_P55127	3.450857567	NA	4.650365925	4.606388926	4.151539824	3.525964864	4.808832412	3.936070642	1.195070373	4.385370291	4.440912344	4.585641009	3.328068105
A_23_P55136	6.160077537	4.561833832	8.316287416	7.770545632	7.328209959	7.247900937	8.303165645	7.517045726	5.620252382	7.488857197	7.099171046	7.932217115	6.866464175
A_23_P55149	6.316510172	5.925571292	7.58978895	7.888429718	7.436193495	6.853394399	7.402491963	7.481993123	5.501860427	6.83101329	6.585341459	7.346699875	5.334291165
A_23_P55174	2.830750202	2.716290771	4.772017591	5.315847685	4.921050183	NA	4.620943521	5.276580039	2.829241105	4.073836511	3.676989478	5.180837688	3.220653287
A_23_P55190	9.787303488	8.804520206	11.16595589	10.5795328	10.87978922	10.8427314	10.79315377	10.56063567	9.824793943	10.48184685	10.26157313	10.5244183	10.74978313
A_23_P55251	4.397930937	3.178842255	6.345254604	4.957466124	5.798895297	5.651274466	5.910158923	NA	4.191586337	4.75281441	5.307013144	5.602283457	4.964448077
A_23_P55256	7.614653902	4.916388265	7.087294163	7.513069846	5.758436704	7.104460374	7.625106803	6.581696814	6.20087762	4.525101055	5.540328316	6.300168396	6.678967676
