"","Module","Gene"
"TLNRD1","HuAgeMSNDsplitRnaseq_16","TLNRD1"
"BEX3","HuAgeMSNDsplitRnaseq_03","BEX3"
"RNU4-67P","HuAgeMSNDsplitRnaseq_05","RNU4-67P"
"MAN2A1","HuAgeMSNDsplitRnaseq_08","MAN2A1"
"AKR1D1P1","HuAgeMSNDsplitRnaseq_13","AKR1D1P1"
"SNORA10B","HuAgeMSNDsplitRnaseq_17","SNORA10B"
"ZRSR2","HuAgeMSNDsplitRnaseq_01","ZRSR2"
"DMRT3","HuAgeMSNDsplitRnaseq_04","DMRT3"
"HTR6","HuAgeMSNDsplitRnaseq_04","HTR6"
"ZNF770","HuAgeMSNDsplitRnaseq_16","ZNF770"
"ACTG1P24","HuAgeMSNDsplitRnaseq_04","ACTG1P24"
"AL137025.1","HuAgeMSNDsplitRnaseq_09","AL137025.1"
"AC012213.2","HuAgeMSNDsplitRnaseq_01","AC012213.2"
"LINC01436","HuAgeMSNDsplitRnaseq_09","LINC01436"
"AC011298.1","HuAgeMSNDsplitRnaseq_08","AC011298.1"
"MRPL54","HuAgeMSNDsplitRnaseq_03","MRPL54"
"ESRRA","HuAgeMSNDsplitRnaseq_01","ESRRA"
"IRAK3","HuAgeMSNDsplitRnaseq_06","IRAK3"
"AC126335.1","HuAgeMSNDsplitRnaseq_04","AC126335.1"
"KIF21B","HuAgeMSNDsplitRnaseq_07","KIF21B"
"Z85994.1","HuAgeMSNDsplitRnaseq_02","Z85994.1"
"RNF227","HuAgeMSNDsplitRnaseq_04","RNF227"
"SMYD2","HuAgeMSNDsplitRnaseq_02","SMYD2"
"SRSF6","HuAgeMSNDsplitRnaseq_06","SRSF6"
"AC107871.2","HuAgeMSNDsplitRnaseq_08","AC107871.2"
"AC027682.4","HuAgeMSNDsplitRnaseq_02","AC027682.4"
"CLDN10","HuAgeMSNDsplitRnaseq_07","CLDN10"
"VPS25P1","HuAgeMSNDsplitRnaseq_02","VPS25P1"
"ZSWIM8","HuAgeMSNDsplitRnaseq_01","ZSWIM8"
"RSRP1","HuAgeMSNDsplitRnaseq_02","RSRP1"
"AC012074.1","HuAgeMSNDsplitRnaseq_04","AC012074.1"
"PBDC1","HuAgeMSNDsplitRnaseq_01","PBDC1"
"CXXC5","HuAgeMSNDsplitRnaseq_05","CXXC5"
"CERNA3","HuAgeMSNDsplitRnaseq_08","CERNA3"
"AC245407.2","HuAgeMSNDsplitRnaseq_06","AC245407.2"
"LINC01786","HuAgeMSNDsplitRnaseq_06","LINC01786"
"AP000785.2","HuAgeMSNDsplitRnaseq_04","AP000785.2"
"LINC01513","HuAgeMSNDsplitRnaseq_04","LINC01513"
"PRAF2","HuAgeMSNDsplitRnaseq_03","PRAF2"
"RNU6-551P","HuAgeMSNDsplitRnaseq_09","RNU6-551P"
"HOMER3","HuAgeMSNDsplitRnaseq_01","HOMER3"
"TWNK","HuAgeMSNDsplitRnaseq_01","TWNK"
"SHROOM1","HuAgeMSNDsplitRnaseq_18","SHROOM1"
"FP325330.3","HuAgeMSNDsplitRnaseq_02","FP325330.3"
"NPM2","HuAgeMSNDsplitRnaseq_08","NPM2"
"CRYBB3","HuAgeMSNDsplitRnaseq_13","CRYBB3"
"AC020765.3","HuAgeMSNDsplitRnaseq_08","AC020765.3"
"IGKV6-21","HuAgeMSNDsplitRnaseq_05","IGKV6-21"
"RN7SL658P","HuAgeMSNDsplitRnaseq_17","RN7SL658P"
"PVALEF","HuAgeMSNDsplitRnaseq_11","PVALEF"
"OTOF","HuAgeMSNDsplitRnaseq_04","OTOF"
"TMEM132E","HuAgeMSNDsplitRnaseq_01","TMEM132E"
"HMGB3P31","HuAgeMSNDsplitRnaseq_02","HMGB3P31"
"CICP16","HuAgeMSNDsplitRnaseq_18","CICP16"
"CHPF2","HuAgeMSNDsplitRnaseq_06","CHPF2"
"HEPH","HuAgeMSNDsplitRnaseq_07","HEPH"
"KRT8P29","HuAgeMSNDsplitRnaseq_17","KRT8P29"
"LHPP","HuAgeMSNDsplitRnaseq_22","LHPP"
"RPS11","HuAgeMSNDsplitRnaseq_03","RPS11"
"ATP5MC1P3","HuAgeMSNDsplitRnaseq_16","ATP5MC1P3"
"LINC02168","HuAgeMSNDsplitRnaseq_10","LINC02168"
"ADPRH","HuAgeMSNDsplitRnaseq_06","ADPRH"
"AC139453.2","HuAgeMSNDsplitRnaseq_02","AC139453.2"
"LINC00963","HuAgeMSNDsplitRnaseq_10","LINC00963"
"BARX1","HuAgeMSNDsplitRnaseq_01","BARX1"
"OSMR","HuAgeMSNDsplitRnaseq_05","OSMR"
"RN7SL131P","HuAgeMSNDsplitRnaseq_17","RN7SL131P"
"NECAB1","HuAgeMSNDsplitRnaseq_02","NECAB1"
"RPLP0","HuAgeMSNDsplitRnaseq_03","RPLP0"
"RNU6-684P","HuAgeMSNDsplitRnaseq_02","RNU6-684P"
"MTND4P9","HuAgeMSNDsplitRnaseq_03","MTND4P9"
"ULK1","HuAgeMSNDsplitRnaseq_04","ULK1"
"CYP2E1","HuAgeMSNDsplitRnaseq_05","CYP2E1"
"HCK","HuAgeMSNDsplitRnaseq_06","HCK"
"RPL7AP61","HuAgeMSNDsplitRnaseq_01","RPL7AP61"
"NPR1","HuAgeMSNDsplitRnaseq_24","NPR1"
"CCNA1","HuAgeMSNDsplitRnaseq_04","CCNA1"
"C9orf16","HuAgeMSNDsplitRnaseq_03","C9orf16"
"HIST1H3PS1","HuAgeMSNDsplitRnaseq_10","HIST1H3PS1"
"SCAND1","HuAgeMSNDsplitRnaseq_03","SCAND1"
"SDCBP2","HuAgeMSNDsplitRnaseq_02","SDCBP2"
"GRIP2","HuAgeMSNDsplitRnaseq_02","GRIP2"
"AC092807.1","HuAgeMSNDsplitRnaseq_10","AC092807.1"
"AL445524.1","HuAgeMSNDsplitRnaseq_06","AL445524.1"
"AL807761.2","HuAgeMSNDsplitRnaseq_20","AL807761.2"
"ARPP19","HuAgeMSNDsplitRnaseq_04","ARPP19"
"STXBP6","HuAgeMSNDsplitRnaseq_02","STXBP6"
"SEPT5","HuAgeMSNDsplitRnaseq_07","SEPT5"
"AF064858.1","HuAgeMSNDsplitRnaseq_02","AF064858.1"
"AC061975.3","HuAgeMSNDsplitRnaseq_25","AC061975.3"
"AZU1","HuAgeMSNDsplitRnaseq_02","AZU1"
"FAM129B","HuAgeMSNDsplitRnaseq_01","FAM129B"
"AC006059.1","HuAgeMSNDsplitRnaseq_08","AC006059.1"
"RAB11FIP4","HuAgeMSNDsplitRnaseq_03","RAB11FIP4"
"CYP2C8","HuAgeMSNDsplitRnaseq_08","CYP2C8"
"ELOVL7","HuAgeMSNDsplitRnaseq_18","ELOVL7"
"FCF1P6","HuAgeMSNDsplitRnaseq_05","FCF1P6"
"HCN3","HuAgeMSNDsplitRnaseq_27","HCN3"
"TFF3","HuAgeMSNDsplitRnaseq_12","TFF3"
"TRBV8-1","HuAgeMSNDsplitRnaseq_11","TRBV8-1"
"LIN7C","HuAgeMSNDsplitRnaseq_01","LIN7C"
"SYT17","HuAgeMSNDsplitRnaseq_11","SYT17"
"AC010970.1","HuAgeMSNDsplitRnaseq_20","AC010970.1"
"MT-TQ","HuAgeMSNDsplitRnaseq_06","MT-TQ"
"WHRN","HuAgeMSNDsplitRnaseq_14","WHRN"
"B3GNT2","HuAgeMSNDsplitRnaseq_04","B3GNT2"
"MATK","HuAgeMSNDsplitRnaseq_08","MATK"
"TPRN","HuAgeMSNDsplitRnaseq_08","TPRN"
"AC009078.2","HuAgeMSNDsplitRnaseq_10","AC009078.2"
"SLC37A4","HuAgeMSNDsplitRnaseq_06","SLC37A4"
"NUTM2E","HuAgeMSNDsplitRnaseq_02","NUTM2E"
"MAFG","HuAgeMSNDsplitRnaseq_05","MAFG"
"MUM1L1","HuAgeMSNDsplitRnaseq_27","MUM1L1"
"OTUB2","HuAgeMSNDsplitRnaseq_11","OTUB2"
"AC007686.1","HuAgeMSNDsplitRnaseq_13","AC007686.1"
"FOXL2NB","HuAgeMSNDsplitRnaseq_18","FOXL2NB"
"AP006245.1","HuAgeMSNDsplitRnaseq_13","AP006245.1"
"HCG9","HuAgeMSNDsplitRnaseq_16","HCG9"
"DHX58","HuAgeMSNDsplitRnaseq_26","DHX58"
"AC135050.3","HuAgeMSNDsplitRnaseq_04","AC135050.3"
"AL359182.2","HuAgeMSNDsplitRnaseq_01","AL359182.2"
"ADGRV1","HuAgeMSNDsplitRnaseq_07","ADGRV1"
"VIM2P","HuAgeMSNDsplitRnaseq_03","VIM2P"
"LRP2","HuAgeMSNDsplitRnaseq_22","LRP2"
"SV2A","HuAgeMSNDsplitRnaseq_14","SV2A"
"PUSL1","HuAgeMSNDsplitRnaseq_05","PUSL1"
"RNU11","HuAgeMSNDsplitRnaseq_06","RNU11"
"C20orf96","HuAgeMSNDsplitRnaseq_04","C20orf96"
"MRPL21","HuAgeMSNDsplitRnaseq_01","MRPL21"
"SNHG6","HuAgeMSNDsplitRnaseq_03","SNHG6"
"Z82198.3","HuAgeMSNDsplitRnaseq_02","Z82198.3"
"UHRF1","HuAgeMSNDsplitRnaseq_06","UHRF1"
"PCYOX1L","HuAgeMSNDsplitRnaseq_05","PCYOX1L"
"IL23A","HuAgeMSNDsplitRnaseq_10","IL23A"
"KRTCAP3","HuAgeMSNDsplitRnaseq_13","KRTCAP3"
"MIR3648-2","HuAgeMSNDsplitRnaseq_09","MIR3648-2"
"DNAJC28","HuAgeMSNDsplitRnaseq_06","DNAJC28"
"AL035696.2","HuAgeMSNDsplitRnaseq_13","AL035696.2"
"UBL5","HuAgeMSNDsplitRnaseq_03","UBL5"
"GTF2H2B","HuAgeMSNDsplitRnaseq_10","GTF2H2B"
"AC016691.1","HuAgeMSNDsplitRnaseq_02","AC016691.1"
"PSMD10P3","HuAgeMSNDsplitRnaseq_02","PSMD10P3"
"SCARF2","HuAgeMSNDsplitRnaseq_12","SCARF2"
"AC069213.2","HuAgeMSNDsplitRnaseq_02","AC069213.2"
"AC091429.1","HuAgeMSNDsplitRnaseq_16","AC091429.1"
"ELAVL4","HuAgeMSNDsplitRnaseq_08","ELAVL4"
"DNAJB2","HuAgeMSNDsplitRnaseq_15","DNAJB2"
"CYP24A1","HuAgeMSNDsplitRnaseq_05","CYP24A1"
"AC008489.1","HuAgeMSNDsplitRnaseq_02","AC008489.1"
"LINC01066","HuAgeMSNDsplitRnaseq_05","LINC01066"
"CHRDL1","HuAgeMSNDsplitRnaseq_07","CHRDL1"
"AL161938.1","HuAgeMSNDsplitRnaseq_14","AL161938.1"
"EME2","HuAgeMSNDsplitRnaseq_18","EME2"
"AC096631.1","HuAgeMSNDsplitRnaseq_19","AC096631.1"
"INPPL1","HuAgeMSNDsplitRnaseq_01","INPPL1"
"MIR9-3HG","HuAgeMSNDsplitRnaseq_18","MIR9-3HG"
"PLEKHM2","HuAgeMSNDsplitRnaseq_03","PLEKHM2"
"AL161431.1","HuAgeMSNDsplitRnaseq_02","AL161431.1"
"AC104771.1","HuAgeMSNDsplitRnaseq_03","AC104771.1"
"NUAK1","HuAgeMSNDsplitRnaseq_02","NUAK1"
"CRYBB2P1","HuAgeMSNDsplitRnaseq_09","CRYBB2P1"
"CYP27A1","HuAgeMSNDsplitRnaseq_08","CYP27A1"
"AP004607.4","HuAgeMSNDsplitRnaseq_08","AP004607.4"
"ZNF184","HuAgeMSNDsplitRnaseq_12","ZNF184"
"TRAJ29","HuAgeMSNDsplitRnaseq_03","TRAJ29"
"AC004656.1","HuAgeMSNDsplitRnaseq_01","AC004656.1"
"AC117402.1","HuAgeMSNDsplitRnaseq_19","AC117402.1"
"AL512791.2","HuAgeMSNDsplitRnaseq_10","AL512791.2"
"LINC02279","HuAgeMSNDsplitRnaseq_15","LINC02279"
"NDUFA5P9","HuAgeMSNDsplitRnaseq_21","NDUFA5P9"
"GABARAP","HuAgeMSNDsplitRnaseq_02","GABARAP"
"ATP5MGP4","HuAgeMSNDsplitRnaseq_03","ATP5MGP4"
"NUTM2D","HuAgeMSNDsplitRnaseq_12","NUTM2D"
"PARD6A","HuAgeMSNDsplitRnaseq_03","PARD6A"
"SPTBN5","HuAgeMSNDsplitRnaseq_08","SPTBN5"
"KLHL30","HuAgeMSNDsplitRnaseq_05","KLHL30"
"MTND2P8","HuAgeMSNDsplitRnaseq_10","MTND2P8"
"ARSFP1","HuAgeMSNDsplitRnaseq_13","ARSFP1"
"AC034231.1","HuAgeMSNDsplitRnaseq_04","AC034231.1"
"UQCRB","HuAgeMSNDsplitRnaseq_03","UQCRB"
"PRKAB2","HuAgeMSNDsplitRnaseq_06","PRKAB2"
"LINC01625","HuAgeMSNDsplitRnaseq_07","LINC01625"
"L3HYPDH","HuAgeMSNDsplitRnaseq_05","L3HYPDH"
"SLITRK3","HuAgeMSNDsplitRnaseq_14","SLITRK3"
"CEMIP","HuAgeMSNDsplitRnaseq_12","CEMIP"
"SFXN4","HuAgeMSNDsplitRnaseq_09","SFXN4"
"AL355490.1","HuAgeMSNDsplitRnaseq_02","AL355490.1"
"AC091917.3","HuAgeMSNDsplitRnaseq_02","AC091917.3"
"MAPK8IP2","HuAgeMSNDsplitRnaseq_14","MAPK8IP2"
"OR13I1P","HuAgeMSNDsplitRnaseq_13","OR13I1P"
"PPM1K","HuAgeMSNDsplitRnaseq_01","PPM1K"
"FASN","HuAgeMSNDsplitRnaseq_01","FASN"
"EHBP1L1","HuAgeMSNDsplitRnaseq_18","EHBP1L1"
"SHC3","HuAgeMSNDsplitRnaseq_07","SHC3"
"NDUFA3","HuAgeMSNDsplitRnaseq_03","NDUFA3"
"RCC2P8","HuAgeMSNDsplitRnaseq_08","RCC2P8"
"YPEL1","HuAgeMSNDsplitRnaseq_04","YPEL1"
"OLFM2","HuAgeMSNDsplitRnaseq_07","OLFM2"
"SMAD7","HuAgeMSNDsplitRnaseq_24","SMAD7"
"NT5DC3","HuAgeMSNDsplitRnaseq_03","NT5DC3"
"PRPF38AP2","HuAgeMSNDsplitRnaseq_21","PRPF38AP2"
"AC098934.4","HuAgeMSNDsplitRnaseq_02","AC098934.4"
"PICK1","HuAgeMSNDsplitRnaseq_01","PICK1"
"KCNE4","HuAgeMSNDsplitRnaseq_12","KCNE4"
"TIGD1","HuAgeMSNDsplitRnaseq_11","TIGD1"
"ZFR2","HuAgeMSNDsplitRnaseq_04","ZFR2"
"IFIH1","HuAgeMSNDsplitRnaseq_26","IFIH1"
"TAS2R9","HuAgeMSNDsplitRnaseq_21","TAS2R9"
"TSR2","HuAgeMSNDsplitRnaseq_03","TSR2"
"MARCKS","HuAgeMSNDsplitRnaseq_03","MARCKS"
"NAT14","HuAgeMSNDsplitRnaseq_14","NAT14"
"LINC02274","HuAgeMSNDsplitRnaseq_04","LINC02274"
"AC131281.2","HuAgeMSNDsplitRnaseq_10","AC131281.2"
"PPIAP31","HuAgeMSNDsplitRnaseq_05","PPIAP31"
"GOLIM4","HuAgeMSNDsplitRnaseq_07","GOLIM4"
"CCZ1","HuAgeMSNDsplitRnaseq_02","CCZ1"
"KCNJ16","HuAgeMSNDsplitRnaseq_07","KCNJ16"
"TSSK3","HuAgeMSNDsplitRnaseq_04","TSSK3"
"IZUMO1","HuAgeMSNDsplitRnaseq_02","IZUMO1"
"CALM2P1","HuAgeMSNDsplitRnaseq_21","CALM2P1"
"RPL12P4","HuAgeMSNDsplitRnaseq_03","RPL12P4"
"AC067750.1","HuAgeMSNDsplitRnaseq_07","AC067750.1"
"NXF1","HuAgeMSNDsplitRnaseq_06","NXF1"
"RCN3","HuAgeMSNDsplitRnaseq_06","RCN3"
"LINC00539","HuAgeMSNDsplitRnaseq_09","LINC00539"
"IFI16","HuAgeMSNDsplitRnaseq_18","IFI16"
"TEDC2","HuAgeMSNDsplitRnaseq_02","TEDC2"
"SLC9A7","HuAgeMSNDsplitRnaseq_04","SLC9A7"
"TIGD5","HuAgeMSNDsplitRnaseq_06","TIGD5"
"SNN","HuAgeMSNDsplitRnaseq_03","SNN"
"MT-TV","HuAgeMSNDsplitRnaseq_06","MT-TV"
"SLC5A9","HuAgeMSNDsplitRnaseq_09","SLC5A9"
"AK5","HuAgeMSNDsplitRnaseq_09","AK5"
"MIPEPP3","HuAgeMSNDsplitRnaseq_11","MIPEPP3"
"AC022202.1","HuAgeMSNDsplitRnaseq_01","AC022202.1"
"ZNF436","HuAgeMSNDsplitRnaseq_15","ZNF436"
"WEE1","HuAgeMSNDsplitRnaseq_12","WEE1"
"C2CD2","HuAgeMSNDsplitRnaseq_06","C2CD2"
"ZNF641","HuAgeMSNDsplitRnaseq_06","ZNF641"
"INSL5","HuAgeMSNDsplitRnaseq_04","INSL5"
"FANCF","HuAgeMSNDsplitRnaseq_06","FANCF"
"AC104758.1","HuAgeMSNDsplitRnaseq_05","AC104758.1"
"TRIM45","HuAgeMSNDsplitRnaseq_11","TRIM45"
"TSPAN17","HuAgeMSNDsplitRnaseq_06","TSPAN17"
"AC009237.9","HuAgeMSNDsplitRnaseq_10","AC009237.9"
"ILDR2","HuAgeMSNDsplitRnaseq_12","ILDR2"
"JMJD6","HuAgeMSNDsplitRnaseq_15","JMJD6"
"RNASEH2C","HuAgeMSNDsplitRnaseq_12","RNASEH2C"
"ZNF334","HuAgeMSNDsplitRnaseq_16","ZNF334"
"TOMM40L","HuAgeMSNDsplitRnaseq_01","TOMM40L"
"NBPF12","HuAgeMSNDsplitRnaseq_02","NBPF12"
"SLC25A35","HuAgeMSNDsplitRnaseq_07","SLC25A35"
"AC093281.2","HuAgeMSNDsplitRnaseq_23","AC093281.2"
"AL117329.1","HuAgeMSNDsplitRnaseq_02","AL117329.1"
"VDAC1P1","HuAgeMSNDsplitRnaseq_11","VDAC1P1"
"ESRRAP2","HuAgeMSNDsplitRnaseq_08","ESRRAP2"
"AP000542.2","HuAgeMSNDsplitRnaseq_28","AP000542.2"
"MT-TM","HuAgeMSNDsplitRnaseq_06","MT-TM"
"ROPN1B","HuAgeMSNDsplitRnaseq_04","ROPN1B"
"SH2D6","HuAgeMSNDsplitRnaseq_08","SH2D6"
"PGAM1P2","HuAgeMSNDsplitRnaseq_13","PGAM1P2"
"TNS2","HuAgeMSNDsplitRnaseq_18","TNS2"
"ARMC12","HuAgeMSNDsplitRnaseq_14","ARMC12"
"CETN2","HuAgeMSNDsplitRnaseq_04","CETN2"
"OIP5-AS1","HuAgeMSNDsplitRnaseq_03","OIP5-AS1"
"AC016383.1","HuAgeMSNDsplitRnaseq_04","AC016383.1"
"SMG1P7","HuAgeMSNDsplitRnaseq_05","SMG1P7"
"AC124947.2","HuAgeMSNDsplitRnaseq_02","AC124947.2"
"CAB39L","HuAgeMSNDsplitRnaseq_01","CAB39L"
"NLRP6","HuAgeMSNDsplitRnaseq_05","NLRP6"
"AL118511.2","HuAgeMSNDsplitRnaseq_21","AL118511.2"
"TRAJ45","HuAgeMSNDsplitRnaseq_26","TRAJ45"
"RARRES2P2","HuAgeMSNDsplitRnaseq_02","RARRES2P2"
"AL158212.4","HuAgeMSNDsplitRnaseq_27","AL158212.4"
"ADD3","HuAgeMSNDsplitRnaseq_07","ADD3"
"LINC01108","HuAgeMSNDsplitRnaseq_01","LINC01108"
"MTCO1P55","HuAgeMSNDsplitRnaseq_25","MTCO1P55"
"YWHAQP7","HuAgeMSNDsplitRnaseq_03","YWHAQP7"
"HGH1","HuAgeMSNDsplitRnaseq_06","HGH1"
"PABPN1L","HuAgeMSNDsplitRnaseq_02","PABPN1L"
"USP17L18","HuAgeMSNDsplitRnaseq_02","USP17L18"
"OR6W1P","HuAgeMSNDsplitRnaseq_09","OR6W1P"
"ZBTB7B","HuAgeMSNDsplitRnaseq_01","ZBTB7B"
"AL356259.1","HuAgeMSNDsplitRnaseq_01","AL356259.1"
"AP006587.6","HuAgeMSNDsplitRnaseq_02","AP006587.6"
"KLRC1","HuAgeMSNDsplitRnaseq_10","KLRC1"
"ZNF365","HuAgeMSNDsplitRnaseq_09","ZNF365"
"CYP2D8P","HuAgeMSNDsplitRnaseq_12","CYP2D8P"
"NAB2","HuAgeMSNDsplitRnaseq_01","NAB2"
"AC090692.1","HuAgeMSNDsplitRnaseq_25","AC090692.1"
"RPL7P56","HuAgeMSNDsplitRnaseq_01","RPL7P56"
"AC068535.1","HuAgeMSNDsplitRnaseq_04","AC068535.1"
"AL021918.2","HuAgeMSNDsplitRnaseq_09","AL021918.2"
"A4GALT","HuAgeMSNDsplitRnaseq_09","A4GALT"
"AC079154.1","HuAgeMSNDsplitRnaseq_02","AC079154.1"
"AL391261.3","HuAgeMSNDsplitRnaseq_21","AL391261.3"
"LINC01563","HuAgeMSNDsplitRnaseq_07","LINC01563"
"FMNL1","HuAgeMSNDsplitRnaseq_06","FMNL1"
"MIMT1","HuAgeMSNDsplitRnaseq_02","MIMT1"
"AC091515.1","HuAgeMSNDsplitRnaseq_02","AC091515.1"
"AC109826.1","HuAgeMSNDsplitRnaseq_06","AC109826.1"
"PPP2R1B","HuAgeMSNDsplitRnaseq_07","PPP2R1B"
"MGAT3","HuAgeMSNDsplitRnaseq_22","MGAT3"
"USP6","HuAgeMSNDsplitRnaseq_05","USP6"
"PDLIM3","HuAgeMSNDsplitRnaseq_07","PDLIM3"
"ZNHIT2","HuAgeMSNDsplitRnaseq_05","ZNHIT2"
"AC093689.1","HuAgeMSNDsplitRnaseq_04","AC093689.1"
"PAN2","HuAgeMSNDsplitRnaseq_06","PAN2"
"AC108174.1","HuAgeMSNDsplitRnaseq_01","AC108174.1"
"TRBV29-1","HuAgeMSNDsplitRnaseq_02","TRBV29-1"
"MAN1C1","HuAgeMSNDsplitRnaseq_05","MAN1C1"
"HMGN1","HuAgeMSNDsplitRnaseq_08","HMGN1"
"DENND1C","HuAgeMSNDsplitRnaseq_06","DENND1C"
"NOXO1","HuAgeMSNDsplitRnaseq_10","NOXO1"
"ILK","HuAgeMSNDsplitRnaseq_07","ILK"
"AC008687.4","HuAgeMSNDsplitRnaseq_10","AC008687.4"
"AL691432.2","HuAgeMSNDsplitRnaseq_16","AL691432.2"
"IL17RA","HuAgeMSNDsplitRnaseq_06","IL17RA"
"AL355574.1","HuAgeMSNDsplitRnaseq_25","AL355574.1"
"AC009955.1","HuAgeMSNDsplitRnaseq_04","AC009955.1"
"AC245519.1","HuAgeMSNDsplitRnaseq_06","AC245519.1"
"RILP","HuAgeMSNDsplitRnaseq_01","RILP"
"LY6K","HuAgeMSNDsplitRnaseq_15","LY6K"
"AC126182.2","HuAgeMSNDsplitRnaseq_13","AC126182.2"
"AL023581.2","HuAgeMSNDsplitRnaseq_11","AL023581.2"
"RN7SKP186","HuAgeMSNDsplitRnaseq_17","RN7SKP186"
"AC097721.1","HuAgeMSNDsplitRnaseq_13","AC097721.1"
"ZNF252P","HuAgeMSNDsplitRnaseq_01","ZNF252P"
"TEF","HuAgeMSNDsplitRnaseq_06","TEF"
"Z95624.1","HuAgeMSNDsplitRnaseq_03","Z95624.1"
"FAM221A","HuAgeMSNDsplitRnaseq_08","FAM221A"
"AP5B1","HuAgeMSNDsplitRnaseq_06","AP5B1"
"BTF3P2","HuAgeMSNDsplitRnaseq_17","BTF3P2"
"SLC40A1","HuAgeMSNDsplitRnaseq_07","SLC40A1"
"AL050341.2","HuAgeMSNDsplitRnaseq_03","AL050341.2"
"EPPK1","HuAgeMSNDsplitRnaseq_10","EPPK1"
"AC008443.3","HuAgeMSNDsplitRnaseq_05","AC008443.3"
"SPAAR","HuAgeMSNDsplitRnaseq_18","SPAAR"
"LINC01715","HuAgeMSNDsplitRnaseq_08","LINC01715"
"TMIGD2","HuAgeMSNDsplitRnaseq_06","TMIGD2"
"RAB31","HuAgeMSNDsplitRnaseq_07","RAB31"
"RNU6-98P","HuAgeMSNDsplitRnaseq_13","RNU6-98P"
"ZNF579","HuAgeMSNDsplitRnaseq_01","ZNF579"
"ADRA1A","HuAgeMSNDsplitRnaseq_13","ADRA1A"
"TPGS1","HuAgeMSNDsplitRnaseq_01","TPGS1"
"Z93019.1","HuAgeMSNDsplitRnaseq_17","Z93019.1"
"OSTCP2","HuAgeMSNDsplitRnaseq_11","OSTCP2"
"EFCAB6-AS1","HuAgeMSNDsplitRnaseq_08","EFCAB6-AS1"
"SLC43A2","HuAgeMSNDsplitRnaseq_08","SLC43A2"
"DDAH2","HuAgeMSNDsplitRnaseq_03","DDAH2"
"FUT2","HuAgeMSNDsplitRnaseq_09","FUT2"
"GUCY1A1","HuAgeMSNDsplitRnaseq_12","GUCY1A1"
"AL137145.2","HuAgeMSNDsplitRnaseq_05","AL137145.2"
"ATG16L2","HuAgeMSNDsplitRnaseq_06","ATG16L2"
"DEFA5","HuAgeMSNDsplitRnaseq_14","DEFA5"
"TJAP1","HuAgeMSNDsplitRnaseq_08","TJAP1"
"VNN2","HuAgeMSNDsplitRnaseq_12","VNN2"
"AL161935.3","HuAgeMSNDsplitRnaseq_06","AL161935.3"
"RPL10P17","HuAgeMSNDsplitRnaseq_13","RPL10P17"
"AC048344.3","HuAgeMSNDsplitRnaseq_03","AC048344.3"
"NIPSNAP3A","HuAgeMSNDsplitRnaseq_02","NIPSNAP3A"
"RCAN2","HuAgeMSNDsplitRnaseq_09","RCAN2"
"POLR2F","HuAgeMSNDsplitRnaseq_22","POLR2F"
"SNHG12","HuAgeMSNDsplitRnaseq_01","SNHG12"
"AC007450.2","HuAgeMSNDsplitRnaseq_04","AC007450.2"
"AC097713.2","HuAgeMSNDsplitRnaseq_13","AC097713.2"
"KLLN","HuAgeMSNDsplitRnaseq_17","KLLN"
"DLX4","HuAgeMSNDsplitRnaseq_21","DLX4"
"UCP3","HuAgeMSNDsplitRnaseq_06","UCP3"
"RPL28","HuAgeMSNDsplitRnaseq_03","RPL28"
"PKP3","HuAgeMSNDsplitRnaseq_05","PKP3"
"AC105339.3","HuAgeMSNDsplitRnaseq_14","AC105339.3"
"ALDH2","HuAgeMSNDsplitRnaseq_07","ALDH2"
"RAC2","HuAgeMSNDsplitRnaseq_06","RAC2"
"AL353726.2","HuAgeMSNDsplitRnaseq_16","AL353726.2"
"MINDY1","HuAgeMSNDsplitRnaseq_07","MINDY1"
"VASH1","HuAgeMSNDsplitRnaseq_18","VASH1"
"AL353608.3","HuAgeMSNDsplitRnaseq_08","AL353608.3"
"AC098934.1","HuAgeMSNDsplitRnaseq_02","AC098934.1"
"CCDC173","HuAgeMSNDsplitRnaseq_04","CCDC173"
"PPL","HuAgeMSNDsplitRnaseq_02","PPL"
"MRPS2","HuAgeMSNDsplitRnaseq_06","MRPS2"
"CAPSL","HuAgeMSNDsplitRnaseq_04","CAPSL"
"TMEM200C","HuAgeMSNDsplitRnaseq_02","TMEM200C"
"AC013726.1","HuAgeMSNDsplitRnaseq_04","AC013726.1"
"ZNF582-AS1","HuAgeMSNDsplitRnaseq_06","ZNF582-AS1"
"AL360093.1","HuAgeMSNDsplitRnaseq_09","AL360093.1"
"CR848007.2","HuAgeMSNDsplitRnaseq_26","CR848007.2"
"CST2","HuAgeMSNDsplitRnaseq_05","CST2"
"AC022880.1","HuAgeMSNDsplitRnaseq_09","AC022880.1"
"SERPINA5","HuAgeMSNDsplitRnaseq_05","SERPINA5"
"FAXDC2","HuAgeMSNDsplitRnaseq_08","FAXDC2"
"AES","HuAgeMSNDsplitRnaseq_03","AES"
"RNASE10","HuAgeMSNDsplitRnaseq_28","RNASE10"
"LY6E","HuAgeMSNDsplitRnaseq_14","LY6E"
"AC025437.2","HuAgeMSNDsplitRnaseq_09","AC025437.2"
"POLM","HuAgeMSNDsplitRnaseq_05","POLM"
"RPS2","HuAgeMSNDsplitRnaseq_03","RPS2"
"RNU6-1104P","HuAgeMSNDsplitRnaseq_20","RNU6-1104P"
